2025-12-30 20:10:37 | INFO | root | Training thubenchmark with eegnet
2025-12-30 20:10:37 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', at_strategy='madry', epsilon=0.1, pgd_step_size=0.01, pgd_steps=7, fbf_replays=4, trades_beta=6.0, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=0)
2025-12-30 20:10:37 | INFO | root | AT config | strategy: madry, eps: 0.1, step size: 0.01, steps: 7, fbf_replays: 4, trades_beta: 6.0, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2025-12-30 20:10:37 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-30 20:10:38 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-12-30 20:10:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-30 20:10:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-30 20:10:38 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-12-30 20:10:38 | INFO | root | Model: eegnet, Parameter Num: 32208
2025-12-30 20:10:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-30 20:10:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-30 20:10:38 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-12-30 20:11:02 | INFO | root | Epoch: 1, Train Loss: 4.0166, Val Acc: 0.0643, Val Loss: 3.6650, Test Acc: 0.0429, Test Loss: 3.6705, Learning Rate: 0.001000
2025-12-30 20:11:24 | INFO | root | Epoch: 2, Train Loss: 3.7509, Val Acc: 0.3881, Val Loss: 3.4566, Test Acc: 0.3655, Test Loss: 3.4748, Learning Rate: 0.001000
2025-12-30 20:11:47 | INFO | root | Epoch: 3, Train Loss: 3.3946, Val Acc: 0.4369, Val Loss: 2.7858, Test Acc: 0.4155, Test Loss: 2.8350, Learning Rate: 0.001000
2025-12-30 20:12:09 | INFO | root | Epoch: 4, Train Loss: 2.7767, Val Acc: 0.6286, Val Loss: 2.0956, Test Acc: 0.6095, Test Loss: 2.1274, Learning Rate: 0.001000
2025-12-30 20:12:32 | INFO | root | Epoch: 5, Train Loss: 2.2050, Val Acc: 0.6952, Val Loss: 1.6136, Test Acc: 0.6738, Test Loss: 1.6458, Learning Rate: 0.001000
2025-12-30 20:12:54 | INFO | root | Epoch: 6, Train Loss: 1.8811, Val Acc: 0.7643, Val Loss: 1.3513, Test Acc: 0.7512, Test Loss: 1.3820, Learning Rate: 0.001000
2025-12-30 20:13:17 | INFO | root | Epoch: 7, Train Loss: 1.5908, Val Acc: 0.8202, Val Loss: 1.0409, Test Acc: 0.8179, Test Loss: 1.0694, Learning Rate: 0.001000
