2025-11-27 21:04:59 | INFO | root | Training thubenchmark with tsception
2025-11-27 21:04:59 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.001, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-27 21:04:59 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 21:05:03 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 21:05:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 21:05:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 21:05:03 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 21:05:03 | INFO | root | Model: tsception, Parameter Num: 27557
2025-11-27 21:05:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 21:05:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 21:05:03 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 21:05:26 | INFO | root | Epoch: 1, Train Loss: 3.6468, Val Acc: 0.0524, Val Loss: 3.4974, Test Acc: 0.0500, Test Loss: 3.4961, Learning Rate: 0.001000
2025-11-27 21:05:44 | INFO | root | Epoch: 2, Train Loss: 3.3639, Val Acc: 0.0560, Val Loss: 3.1871, Test Acc: 0.0488, Test Loss: 3.1829, Learning Rate: 0.001000
2025-11-27 21:06:04 | INFO | root | Epoch: 3, Train Loss: 3.1668, Val Acc: 0.0821, Val Loss: 2.9982, Test Acc: 0.0750, Test Loss: 2.9958, Learning Rate: 0.001000
2025-11-27 21:06:35 | INFO | root | Epoch: 4, Train Loss: 2.9376, Val Acc: 0.2310, Val Loss: 2.6346, Test Acc: 0.2107, Test Loss: 2.6493, Learning Rate: 0.001000
2025-11-27 21:07:03 | INFO | root | Epoch: 5, Train Loss: 2.6083, Val Acc: 0.2583, Val Loss: 2.3422, Test Acc: 0.2560, Test Loss: 2.3528, Learning Rate: 0.001000
2025-11-27 21:07:36 | INFO | root | Epoch: 6, Train Loss: 2.4249, Val Acc: 0.3024, Val Loss: 2.1568, Test Acc: 0.3012, Test Loss: 2.1538, Learning Rate: 0.001000
2025-11-27 21:08:05 | INFO | root | Epoch: 7, Train Loss: 2.2768, Val Acc: 0.3488, Val Loss: 2.0196, Test Acc: 0.3607, Test Loss: 2.0317, Learning Rate: 0.001000
2025-11-27 21:08:38 | INFO | root | Epoch: 8, Train Loss: 2.1677, Val Acc: 0.4024, Val Loss: 1.9226, Test Acc: 0.3976, Test Loss: 1.9428, Learning Rate: 0.001000
2025-11-27 21:09:03 | INFO | root | Epoch: 9, Train Loss: 2.0857, Val Acc: 0.4321, Val Loss: 1.8231, Test Acc: 0.4155, Test Loss: 1.8345, Learning Rate: 0.001000
2025-11-27 21:09:32 | INFO | root | Epoch: 10, Train Loss: 1.9984, Val Acc: 0.4131, Val Loss: 1.7614, Test Acc: 0.4036, Test Loss: 1.7799, Learning Rate: 0.001000
2025-11-27 21:10:05 | INFO | root | Epoch: 11, Train Loss: 1.9169, Val Acc: 0.4250, Val Loss: 1.7168, Test Acc: 0.4119, Test Loss: 1.7405, Learning Rate: 0.001000
2025-11-27 21:10:55 | INFO | root | Epoch: 12, Train Loss: 1.8610, Val Acc: 0.4940, Val Loss: 1.6352, Test Acc: 0.4798, Test Loss: 1.6567, Learning Rate: 0.001000
2025-11-27 21:11:39 | INFO | root | Epoch: 13, Train Loss: 1.8059, Val Acc: 0.4917, Val Loss: 1.6050, Test Acc: 0.4488, Test Loss: 1.6386, Learning Rate: 0.001000
2025-11-27 21:12:34 | INFO | root | Epoch: 14, Train Loss: 1.7470, Val Acc: 0.5083, Val Loss: 1.5390, Test Acc: 0.4917, Test Loss: 1.5530, Learning Rate: 0.001000
2025-11-27 21:13:12 | INFO | root | Epoch: 15, Train Loss: 1.6859, Val Acc: 0.5274, Val Loss: 1.4746, Test Acc: 0.5333, Test Loss: 1.5031, Learning Rate: 0.001000
2025-11-27 21:13:38 | INFO | root | Epoch: 16, Train Loss: 1.6443, Val Acc: 0.5702, Val Loss: 1.4375, Test Acc: 0.5381, Test Loss: 1.4577, Learning Rate: 0.001000
2025-11-27 21:14:04 | INFO | root | Epoch: 17, Train Loss: 1.6296, Val Acc: 0.5452, Val Loss: 1.4122, Test Acc: 0.5310, Test Loss: 1.4414, Learning Rate: 0.001000
2025-11-27 21:14:31 | INFO | root | Epoch: 18, Train Loss: 1.5868, Val Acc: 0.5310, Val Loss: 1.3798, Test Acc: 0.5179, Test Loss: 1.4065, Learning Rate: 0.001000
2025-11-27 21:15:01 | INFO | root | Epoch: 19, Train Loss: 1.5611, Val Acc: 0.5595, Val Loss: 1.3466, Test Acc: 0.5333, Test Loss: 1.3693, Learning Rate: 0.001000
2025-11-27 21:15:27 | INFO | root | Epoch: 20, Train Loss: 1.5276, Val Acc: 0.6345, Val Loss: 1.3084, Test Acc: 0.5940, Test Loss: 1.3423, Learning Rate: 0.001000
2025-11-27 21:15:51 | INFO | root | Epoch: 21, Train Loss: 1.5049, Val Acc: 0.5488, Val Loss: 1.3134, Test Acc: 0.5286, Test Loss: 1.3403, Learning Rate: 0.001000
2025-11-27 21:16:15 | INFO | root | Epoch: 22, Train Loss: 1.4671, Val Acc: 0.5952, Val Loss: 1.2804, Test Acc: 0.5821, Test Loss: 1.3129, Learning Rate: 0.001000
2025-11-27 21:16:38 | INFO | root | Epoch: 23, Train Loss: 1.4202, Val Acc: 0.5988, Val Loss: 1.2464, Test Acc: 0.5750, Test Loss: 1.2978, Learning Rate: 0.001000
