2025-12-16 17:15:52 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-16 17:15:52 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR3d_8_2048_rank30_fft_c1.yaml', sample_num=512, visualize=False)
2025-12-16 17:15:52 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-16 17:15:53 | INFO | root | Dataset: thubenchmark
2025-12-16 17:15:53 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-16 17:15:53 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-16 17:15:53 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-16 17:15:53 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-16 17:15:53 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-16 17:15:53 | INFO | root | 
2025-12-16 17:15:53 | INFO | root | Model: eegnet, fold: 0
2025-12-16 17:15:54 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-16 17:15:54 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-16 17:15:54 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 4096])
2025-12-16 17:15:54 | INFO | root | End purification for resolution 512*512, loss=0.06330046057701111, iterations=256
2025-12-16 17:15:55 | INFO | root | End purification for resolution 1024*1024, loss=0.02065889909863472, iterations=256
2025-12-16 17:15:55 | INFO | root | End purification for resolution 2048*2048, loss=0.01814398169517517, iterations=512
2025-12-16 17:15:57 | INFO | root | End purification for resolution 4096*4096, loss=0.01749211549758911, iterations=1024
2025-12-16 17:15:57 | INFO | root | Training time: 3.2421398162841797, loss: 0.01749211549758911, params_num: 21691
2025-12-16 17:15:57 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.2148941606283188
2025-12-16 17:15:57 | INFO | root | 
