2025-11-26 18:43:19 | INFO | root | Training thubenchmark with tsception
2025-11-26 18:43:19 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.001, weight_decay=0.01, patience=20, seed=42, gpu_id=0)
2025-11-26 18:43:19 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-26 18:43:20 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-26 18:43:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-26 18:43:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 18:43:20 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-26 18:43:20 | INFO | root | Model: tsception, Parameter Num: 27557
2025-11-26 18:43:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-26 18:43:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 18:43:20 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-26 18:43:33 | INFO | root | Epoch: 1, Train Loss: 3.6498, Val Acc: 0.0440, Val Loss: 3.5111, Test Acc: 0.0417, Test Loss: 3.5147, Learning Rate: 0.001000
2025-11-26 18:43:45 | INFO | root | Epoch: 2, Train Loss: 3.3810, Val Acc: 0.0524, Val Loss: 3.1962, Test Acc: 0.0571, Test Loss: 3.2009, Learning Rate: 0.001000
2025-11-26 18:43:57 | INFO | root | Epoch: 3, Train Loss: 3.1908, Val Acc: 0.0631, Val Loss: 3.0377, Test Acc: 0.0869, Test Loss: 3.0445, Learning Rate: 0.001000
2025-11-26 18:44:08 | INFO | root | Epoch: 4, Train Loss: 3.0010, Val Acc: 0.2143, Val Loss: 2.7363, Test Acc: 0.1869, Test Loss: 2.7560, Learning Rate: 0.001000
2025-11-26 18:44:20 | INFO | root | Epoch: 5, Train Loss: 2.6874, Val Acc: 0.2345, Val Loss: 2.3840, Test Acc: 0.2405, Test Loss: 2.4130, Learning Rate: 0.001000
2025-11-26 18:44:32 | INFO | root | Epoch: 6, Train Loss: 2.4479, Val Acc: 0.3036, Val Loss: 2.1479, Test Acc: 0.3107, Test Loss: 2.1778, Learning Rate: 0.001000
2025-11-26 18:44:46 | INFO | root | Epoch: 7, Train Loss: 2.2794, Val Acc: 0.3643, Val Loss: 1.9956, Test Acc: 0.3786, Test Loss: 2.0364, Learning Rate: 0.001000
2025-11-26 18:44:59 | INFO | root | Epoch: 8, Train Loss: 2.1532, Val Acc: 0.3988, Val Loss: 1.8889, Test Acc: 0.3905, Test Loss: 1.9268, Learning Rate: 0.001000
2025-11-26 18:45:12 | INFO | root | Epoch: 9, Train Loss: 2.0546, Val Acc: 0.4119, Val Loss: 1.7963, Test Acc: 0.4417, Test Loss: 1.8375, Learning Rate: 0.001000
2025-11-26 18:45:25 | INFO | root | Epoch: 10, Train Loss: 1.9703, Val Acc: 0.4393, Val Loss: 1.7222, Test Acc: 0.4369, Test Loss: 1.7733, Learning Rate: 0.001000
2025-11-26 18:45:37 | INFO | root | Epoch: 11, Train Loss: 1.9009, Val Acc: 0.4464, Val Loss: 1.6521, Test Acc: 0.4393, Test Loss: 1.7006, Learning Rate: 0.001000
2025-11-26 18:45:49 | INFO | root | Epoch: 12, Train Loss: 1.8426, Val Acc: 0.5131, Val Loss: 1.5900, Test Acc: 0.4988, Test Loss: 1.6381, Learning Rate: 0.001000
2025-11-26 18:46:02 | INFO | root | Epoch: 13, Train Loss: 1.7868, Val Acc: 0.4952, Val Loss: 1.5608, Test Acc: 0.4833, Test Loss: 1.6263, Learning Rate: 0.001000
2025-11-26 18:46:14 | INFO | root | Epoch: 14, Train Loss: 1.7349, Val Acc: 0.5226, Val Loss: 1.5034, Test Acc: 0.5107, Test Loss: 1.5401, Learning Rate: 0.001000
2025-11-26 18:46:26 | INFO | root | Epoch: 15, Train Loss: 1.6679, Val Acc: 0.5000, Val Loss: 1.4793, Test Acc: 0.4964, Test Loss: 1.5362, Learning Rate: 0.001000
2025-11-26 18:46:38 | INFO | root | Epoch: 16, Train Loss: 1.6322, Val Acc: 0.4893, Val Loss: 1.4409, Test Acc: 0.4548, Test Loss: 1.5038, Learning Rate: 0.001000
2025-11-26 18:46:49 | INFO | root | Epoch: 17, Train Loss: 1.6096, Val Acc: 0.5393, Val Loss: 1.4103, Test Acc: 0.5619, Test Loss: 1.4519, Learning Rate: 0.001000
2025-11-26 18:47:01 | INFO | root | Epoch: 18, Train Loss: 1.5672, Val Acc: 0.5464, Val Loss: 1.3573, Test Acc: 0.5262, Test Loss: 1.4200, Learning Rate: 0.001000
2025-11-26 18:47:15 | INFO | root | Epoch: 19, Train Loss: 1.5421, Val Acc: 0.5774, Val Loss: 1.3285, Test Acc: 0.5488, Test Loss: 1.3899, Learning Rate: 0.001000
2025-11-26 18:47:28 | INFO | root | Epoch: 20, Train Loss: 1.5033, Val Acc: 0.5857, Val Loss: 1.2901, Test Acc: 0.5714, Test Loss: 1.3565, Learning Rate: 0.001000
2025-11-26 18:47:41 | INFO | root | Epoch: 21, Train Loss: 1.4784, Val Acc: 0.5655, Val Loss: 1.2914, Test Acc: 0.5560, Test Loss: 1.3713, Learning Rate: 0.001000
2025-11-26 18:47:52 | INFO | root | Epoch: 22, Train Loss: 1.4353, Val Acc: 0.5738, Val Loss: 1.2694, Test Acc: 0.5548, Test Loss: 1.3233, Learning Rate: 0.001000
2025-11-26 18:48:04 | INFO | root | Epoch: 23, Train Loss: 1.3973, Val Acc: 0.5786, Val Loss: 1.2404, Test Acc: 0.5786, Test Loss: 1.2790, Learning Rate: 0.001000
2025-11-26 18:48:12 | INFO | root | Epoch: 24, Train Loss: 1.4037, Val Acc: 0.5952, Val Loss: 1.2140, Test Acc: 0.6024, Test Loss: 1.2514, Learning Rate: 0.001000
2025-11-26 18:48:20 | INFO | root | Epoch: 25, Train Loss: 1.3654, Val Acc: 0.5536, Val Loss: 1.2284, Test Acc: 0.5679, Test Loss: 1.2786, Learning Rate: 0.001000
2025-11-26 18:48:27 | INFO | root | Epoch: 26, Train Loss: 1.3469, Val Acc: 0.5821, Val Loss: 1.1813, Test Acc: 0.5976, Test Loss: 1.2150, Learning Rate: 0.001000
2025-11-26 18:48:35 | INFO | root | Epoch: 27, Train Loss: 1.3174, Val Acc: 0.5917, Val Loss: 1.1607, Test Acc: 0.6238, Test Loss: 1.2125, Learning Rate: 0.001000
2025-11-26 18:48:43 | INFO | root | Epoch: 28, Train Loss: 1.2999, Val Acc: 0.5869, Val Loss: 1.1554, Test Acc: 0.5964, Test Loss: 1.2124, Learning Rate: 0.001000
2025-11-26 18:48:51 | INFO | root | Epoch: 29, Train Loss: 1.2782, Val Acc: 0.6274, Val Loss: 1.1243, Test Acc: 0.6024, Test Loss: 1.1701, Learning Rate: 0.001000
