2025-11-26 18:14:19 | INFO | root | Training thubenchmark with tsception
2025-11-26 18:14:19 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.01, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-26 18:14:19 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-26 18:14:20 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-26 18:14:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-26 18:14:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 18:14:20 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-26 18:14:20 | INFO | root | Model: tsception, Parameter Num: 27557
2025-11-26 18:14:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-26 18:14:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 18:14:20 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-26 18:14:32 | INFO | root | Epoch: 1, Train Loss: 3.3174, Val Acc: 0.0833, Val Loss: 2.9179, Test Acc: 0.0762, Test Loss: 2.9218, Learning Rate: 0.010000
2025-11-26 18:14:44 | INFO | root | Epoch: 2, Train Loss: 2.5832, Val Acc: 0.3143, Val Loss: 1.9658, Test Acc: 0.2702, Test Loss: 2.0355, Learning Rate: 0.010000
2025-11-26 18:14:55 | INFO | root | Epoch: 3, Train Loss: 1.9932, Val Acc: 0.3369, Val Loss: 1.8112, Test Acc: 0.3417, Test Loss: 1.8781, Learning Rate: 0.010000
2025-11-26 18:15:06 | INFO | root | Epoch: 4, Train Loss: 1.7451, Val Acc: 0.4214, Val Loss: 1.4984, Test Acc: 0.3869, Test Loss: 1.6018, Learning Rate: 0.010000
