2025-12-08 20:13:45 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-08 20:13:45 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTRtfs_8_2048_rank10.yaml', sample_num=512)
2025-12-08 20:13:45 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-08 20:13:46 | INFO | root | Dataset: thubenchmark
2025-12-08 20:13:46 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-08 20:13:46 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-08 20:13:46 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-08 20:13:46 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-08 20:13:47 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-08 20:13:47 | INFO | root | 
2025-12-08 20:13:47 | INFO | root | Model: eegnet, fold: 0
2025-12-08 20:13:47 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-08 20:13:47 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-08 20:13:47 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([2, 64, 64, 64])
2025-12-08 20:13:47 | INFO | root | End purification for resolution 8*8, loss=0.0015857203397899866
2025-12-08 20:13:47 | INFO | root | End purification for resolution 16*16, loss=0.0006928974180482328
2025-12-08 20:13:48 | INFO | root | End purification for resolution 32*32, loss=0.022118814289569855
2025-12-08 20:13:48 | INFO | root | End purification for resolution 64*64, loss=0.2092350721359253
2025-12-08 20:13:48 | INFO | root | Training time: 1.4793128967285156, loss: 0.2092350721359253, params_num: 5000
2025-12-08 20:13:48 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.7149611115455627
2025-12-08 20:13:48 | INFO | root | 
2025-12-08 20:13:48 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([2, 64, 64, 64])
2025-12-08 20:13:49 | INFO | root | End purification for resolution 8*8, loss=0.0013121229130774736
2025-12-08 20:13:49 | INFO | root | End purification for resolution 16*16, loss=0.0007340544834733009
2025-12-08 20:13:49 | INFO | root | End purification for resolution 32*32, loss=0.021488871425390244
2025-12-08 20:13:50 | INFO | root | End purification for resolution 64*64, loss=0.1954793632030487
2025-12-08 20:13:50 | INFO | root | Training time: 1.5256032943725586, loss: 0.1954793632030487, params_num: 5000
