2026-01-06 20:15:54 | INFO | root | Attacking cw on seediv with eegnet
2026-01-06 20:15:54 | INFO | root | Namespace(dataset='seediv', model='eegnet', at_strategy='trades', fold=0, attack='cw', eps=0.1, batch_size=32, seed=42, gpu_id=3)
2026-01-06 20:15:54 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/seediv_EA.
2026-01-06 20:16:08 | INFO | root | Dataset: seediv
2026-01-06 20:16:08 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/kfold_split.
2026-01-06 20:16:08 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 20:16:08 | INFO | root | Model: eegnet, fold: 0
2026-01-06 20:16:08 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/test_val_split_0.
2026-01-06 20:16:08 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 20:16:08 | INFO | root | Sample num in test set: 3758
2026-01-06 20:16:08 | INFO | root | test dataset size: 3758
2026-01-06 20:16:11 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 1/118
2026-01-06 20:16:12 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 2/118
2026-01-06 20:16:14 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 3/118
2026-01-06 20:16:16 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 4/118
2026-01-06 20:16:18 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 5/118
2026-01-06 20:16:19 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 6/118
2026-01-06 20:16:22 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 7/118
2026-01-06 20:16:24 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 8/118
2026-01-06 20:16:26 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 9/118
2026-01-06 20:16:27 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 10/118
2026-01-06 20:16:29 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 11/118
2026-01-06 20:16:31 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 12/118
2026-01-06 20:16:33 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 13/118
2026-01-06 20:16:35 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 14/118
2026-01-06 20:16:36 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 15/118
2026-01-06 20:16:38 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 16/118
2026-01-06 20:16:40 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 17/118
2026-01-06 20:16:42 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 18/118
2026-01-06 20:16:43 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 19/118
2026-01-06 20:16:45 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 20/118
2026-01-06 20:16:47 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 21/118
2026-01-06 20:16:49 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 22/118
2026-01-06 20:16:50 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 23/118
2026-01-06 20:16:52 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 24/118
2026-01-06 20:16:54 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 25/118
2026-01-06 20:16:56 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 26/118
2026-01-06 20:16:58 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 27/118
2026-01-06 20:16:59 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 28/118
2026-01-06 20:17:01 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 29/118
2026-01-06 20:17:03 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 30/118
2026-01-06 20:17:05 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 31/118
2026-01-06 20:17:07 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 32/118
2026-01-06 20:17:09 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 33/118
2026-01-06 20:17:10 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 34/118
2026-01-06 20:17:12 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 35/118
2026-01-06 20:17:15 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 36/118
2026-01-06 20:17:17 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 37/118
2026-01-06 20:17:18 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 38/118
2026-01-06 20:17:22 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 39/118
2026-01-06 20:17:24 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 40/118
2026-01-06 20:17:25 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 41/118
2026-01-06 20:17:27 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 42/118
2026-01-06 20:17:29 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 43/118
2026-01-06 20:17:31 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 44/118
2026-01-06 20:17:33 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 45/118
2026-01-06 20:17:34 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 46/118
2026-01-06 20:17:36 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 47/118
2026-01-06 20:17:38 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 48/118
2026-01-06 20:17:40 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 49/118
2026-01-06 20:17:41 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 50/118
2026-01-06 20:17:43 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 51/118
2026-01-06 20:17:45 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 52/118
2026-01-06 20:17:47 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 53/118
2026-01-06 20:17:49 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 54/118
2026-01-06 20:17:51 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 55/118
2026-01-06 20:17:53 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 56/118
2026-01-06 20:17:54 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 57/118
2026-01-06 20:17:56 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 58/118
2026-01-06 20:17:58 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 59/118
2026-01-06 20:18:00 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 60/118
2026-01-06 20:18:02 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 61/118
2026-01-06 20:18:05 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 62/118
2026-01-06 20:18:07 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 63/118
2026-01-06 20:18:09 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 64/118
2026-01-06 20:18:12 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 65/118
2026-01-06 20:18:14 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 66/118
2026-01-06 20:18:17 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 67/118
2026-01-06 20:18:19 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 68/118
