2025-11-27 19:37:56 | INFO | root | Training thubenchmark with tsception
2025-11-27 19:37:56 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.01, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-27 19:37:56 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 19:38:00 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 19:38:00 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 19:38:00 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 19:38:00 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 19:38:00 | INFO | root | Model: tsception, Parameter Num: 27557
2025-11-27 19:38:00 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 19:38:00 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 19:38:00 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 19:39:09 | INFO | root | Epoch: 1, Train Loss: 3.2069, Val Acc: 0.1512, Val Loss: 2.4791, Test Acc: 0.1583, Test Loss: 2.4887, Learning Rate: 0.010000
2025-11-27 19:40:39 | INFO | root | Epoch: 2, Train Loss: 2.2921, Val Acc: 0.3048, Val Loss: 1.8683, Test Acc: 0.2512, Test Loss: 1.9105, Learning Rate: 0.010000
2025-11-27 19:41:50 | INFO | root | Epoch: 3, Train Loss: 2.0469, Val Acc: 0.2405, Val Loss: 1.8706, Test Acc: 0.2548, Test Loss: 1.9159, Learning Rate: 0.010000
2025-11-27 19:42:51 | INFO | root | Epoch: 4, Train Loss: 1.9275, Val Acc: 0.3202, Val Loss: 1.6805, Test Acc: 0.3131, Test Loss: 1.6880, Learning Rate: 0.010000
2025-11-27 19:43:47 | INFO | root | Epoch: 5, Train Loss: 1.8526, Val Acc: 0.3155, Val Loss: 1.6973, Test Acc: 0.3143, Test Loss: 1.6860, Learning Rate: 0.010000
2025-11-27 19:44:51 | INFO | root | Epoch: 6, Train Loss: 1.7703, Val Acc: 0.3024, Val Loss: 1.7608, Test Acc: 0.2821, Test Loss: 1.7991, Learning Rate: 0.010000
2025-11-27 19:45:58 | INFO | root | Epoch: 7, Train Loss: 1.7366, Val Acc: 0.3833, Val Loss: 1.5370, Test Acc: 0.3655, Test Loss: 1.6076, Learning Rate: 0.010000
2025-11-27 19:47:06 | INFO | root | Epoch: 8, Train Loss: 1.6714, Val Acc: 0.3786, Val Loss: 1.4355, Test Acc: 0.3738, Test Loss: 1.4520, Learning Rate: 0.010000
2025-11-27 19:48:05 | INFO | root | Epoch: 9, Train Loss: 1.6648, Val Acc: 0.2452, Val Loss: 2.2967, Test Acc: 0.2512, Test Loss: 2.3451, Learning Rate: 0.010000
2025-11-27 19:49:10 | INFO | root | Epoch: 10, Train Loss: 1.5876, Val Acc: 0.4381, Val Loss: 1.3984, Test Acc: 0.4393, Test Loss: 1.4122, Learning Rate: 0.010000
2025-11-27 19:50:18 | INFO | root | Epoch: 11, Train Loss: 1.5293, Val Acc: 0.2845, Val Loss: 1.9830, Test Acc: 0.2583, Test Loss: 2.1307, Learning Rate: 0.010000
2025-11-27 19:51:29 | INFO | root | Epoch: 12, Train Loss: 1.5037, Val Acc: 0.3964, Val Loss: 1.5283, Test Acc: 0.3905, Test Loss: 1.5525, Learning Rate: 0.010000
2025-11-27 19:53:03 | INFO | root | Epoch: 13, Train Loss: 1.4569, Val Acc: 0.4369, Val Loss: 1.4373, Test Acc: 0.4583, Test Loss: 1.5105, Learning Rate: 0.010000
