2025-12-09 16:32:30 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-09 16:32:30 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR_8_2048_rank10_fft_c1.yaml', sample_num=512)
2025-12-09 16:32:30 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-09 16:32:31 | INFO | root | Dataset: thubenchmark
2025-12-09 16:32:31 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-09 16:32:31 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-09 16:32:31 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-09 16:32:31 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-09 16:32:31 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-09 16:32:31 | INFO | root | 
2025-12-09 16:32:31 | INFO | root | Model: eegnet, fold: 0
2025-12-09 16:32:32 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-09 16:32:32 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-09 16:32:32 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:32 | INFO | root | End purification for resolution 8*8, loss=0.02011326141655445
2025-12-09 16:32:32 | INFO | root | End purification for resolution 16*16, loss=0.041034407913684845
2025-12-09 16:32:33 | INFO | root | End purification for resolution 32*32, loss=0.03434862941503525
2025-12-09 16:32:34 | INFO | root | End purification for resolution 64*64, loss=0.050223350524902344
2025-12-09 16:32:34 | INFO | root | Training time: 1.923600673675537, loss: 0.050223350524902344, params_num: 8800
2025-12-09 16:32:34 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.35989779233932495
2025-12-09 16:32:34 | INFO | root | 
2025-12-09 16:32:34 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:34 | INFO | root | End purification for resolution 8*8, loss=0.026618659496307373
2025-12-09 16:32:34 | INFO | root | End purification for resolution 16*16, loss=0.04368011653423309
2025-12-09 16:32:35 | INFO | root | End purification for resolution 32*32, loss=0.03015127219259739
2025-12-09 16:32:36 | INFO | root | End purification for resolution 64*64, loss=0.04404788464307785
2025-12-09 16:32:36 | INFO | root | Training time: 1.9600622653961182, loss: 0.04404788464307785, params_num: 8800
2025-12-09 16:32:36 | INFO | root | Purified data 1, shape: torch.Size([1, 64, 1500]), mse:0.31636932492256165
2025-12-09 16:32:36 | INFO | root | 
2025-12-09 16:32:36 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:36 | INFO | root | End purification for resolution 8*8, loss=0.014464326202869415
2025-12-09 16:32:36 | INFO | root | End purification for resolution 16*16, loss=0.030689114704728127
2025-12-09 16:32:37 | INFO | root | End purification for resolution 32*32, loss=0.03327735885977745
2025-12-09 16:32:37 | INFO | root | End purification for resolution 64*64, loss=0.06213051825761795
2025-12-09 16:32:37 | INFO | root | Training time: 1.8826417922973633, loss: 0.06213051825761795, params_num: 8800
2025-12-09 16:32:37 | INFO | root | Purified data 2, shape: torch.Size([1, 64, 1500]), mse:0.4428863227367401
2025-12-09 16:32:37 | INFO | root | 
2025-12-09 16:32:38 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:38 | INFO | root | End purification for resolution 8*8, loss=0.028894806280732155
2025-12-09 16:32:38 | INFO | root | End purification for resolution 16*16, loss=0.05303593724966049
2025-12-09 16:32:38 | INFO | root | End purification for resolution 32*32, loss=0.03155156970024109
2025-12-09 16:32:39 | INFO | root | End purification for resolution 64*64, loss=0.03938010334968567
2025-12-09 16:32:39 | INFO | root | Training time: 1.9046709537506104, loss: 0.03938010334968567, params_num: 8800
2025-12-09 16:32:39 | INFO | root | Purified data 3, shape: torch.Size([1, 64, 1500]), mse:0.27947428822517395
2025-12-09 16:32:39 | INFO | root | 
2025-12-09 16:32:39 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:40 | INFO | root | End purification for resolution 8*8, loss=0.01831350475549698
2025-12-09 16:32:40 | INFO | root | End purification for resolution 16*16, loss=0.038113679736852646
2025-12-09 16:32:40 | INFO | root | End purification for resolution 32*32, loss=0.03289863467216492
2025-12-09 16:32:41 | INFO | root | End purification for resolution 64*64, loss=0.05131938308477402
2025-12-09 16:32:41 | INFO | root | Training time: 1.9813194274902344, loss: 0.05131938308477402, params_num: 8800
2025-12-09 16:32:41 | INFO | root | Purified data 4, shape: torch.Size([1, 64, 1500]), mse:0.36853402853012085
2025-12-09 16:32:41 | INFO | root | 
2025-12-09 16:32:41 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:42 | INFO | root | End purification for resolution 8*8, loss=0.026094209402799606
2025-12-09 16:32:42 | INFO | root | End purification for resolution 16*16, loss=0.042664941400289536
2025-12-09 16:32:42 | INFO | root | End purification for resolution 32*32, loss=0.03147129341959953
2025-12-09 16:32:43 | INFO | root | End purification for resolution 64*64, loss=0.04718812182545662
2025-12-09 16:32:43 | INFO | root | Training time: 1.9444324970245361, loss: 0.04718812182545662, params_num: 8800
2025-12-09 16:32:43 | INFO | root | Purified data 5, shape: torch.Size([1, 64, 1500]), mse:0.3386933207511902
2025-12-09 16:32:43 | INFO | root | 
2025-12-09 16:32:43 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:44 | INFO | root | End purification for resolution 8*8, loss=0.018856976181268692
2025-12-09 16:32:44 | INFO | root | End purification for resolution 16*16, loss=0.03845364600419998
2025-12-09 16:32:44 | INFO | root | End purification for resolution 32*32, loss=0.030427955090999603
2025-12-09 16:32:45 | INFO | root | End purification for resolution 64*64, loss=0.049226388335227966
2025-12-09 16:32:45 | INFO | root | Training time: 1.9501094818115234, loss: 0.049226388335227966, params_num: 8800
2025-12-09 16:32:45 | INFO | root | Purified data 6, shape: torch.Size([1, 64, 1500]), mse:0.35122421383857727
2025-12-09 16:32:45 | INFO | root | 
2025-12-09 16:32:45 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:46 | INFO | root | End purification for resolution 8*8, loss=0.021879542618989944
2025-12-09 16:32:46 | INFO | root | End purification for resolution 16*16, loss=0.039983686059713364
2025-12-09 16:32:46 | INFO | root | End purification for resolution 32*32, loss=0.03214145451784134
2025-12-09 16:32:47 | INFO | root | End purification for resolution 64*64, loss=0.051042065024375916
2025-12-09 16:32:47 | INFO | root | Training time: 1.9053785800933838, loss: 0.051042065024375916, params_num: 8800
2025-12-09 16:32:47 | INFO | root | Purified data 7, shape: torch.Size([1, 64, 1500]), mse:0.36398473381996155
2025-12-09 16:32:47 | INFO | root | 
2025-12-09 16:32:47 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:48 | INFO | root | End purification for resolution 8*8, loss=0.02249787002801895
2025-12-09 16:32:48 | INFO | root | End purification for resolution 16*16, loss=0.04008708894252777
2025-12-09 16:32:48 | INFO | root | End purification for resolution 32*32, loss=0.03448332101106644
2025-12-09 16:32:49 | INFO | root | End purification for resolution 64*64, loss=0.05192433297634125
2025-12-09 16:32:49 | INFO | root | Training time: 2.0265870094299316, loss: 0.05192433297634125, params_num: 8800
2025-12-09 16:32:49 | INFO | root | Purified data 8, shape: torch.Size([1, 64, 1500]), mse:0.37188076972961426
2025-12-09 16:32:49 | INFO | root | 
2025-12-09 16:32:49 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([64, 4096, 1])
2025-12-09 16:32:50 | INFO | root | End purification for resolution 8*8, loss=0.011758876033127308
2025-12-09 16:32:50 | INFO | root | End purification for resolution 16*16, loss=0.02562648430466652
2025-12-09 16:32:50 | INFO | root | End purification for resolution 32*32, loss=0.029048683121800423
2025-12-09 16:32:51 | INFO | root | End purification for resolution 64*64, loss=0.05927228182554245
2025-12-09 16:32:51 | INFO | root | Training time: 1.9501605033874512, loss: 0.05927228182554245, params_num: 8800
2025-12-09 16:32:51 | INFO | root | Purified data 9, shape: torch.Size([1, 64, 1500]), mse:0.4245997369289398
2025-12-09 16:32:51 | INFO | root | 
