2026-01-05 14:56:04 | INFO | root | Training bciciv2a with eegnet
2026-01-05 14:56:04 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', at_strategy='clean', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=1)
2026-01-05 14:56:04 | INFO | root | AT config | strategy: clean, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 14:56:04 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2026-01-05 14:56:06 | INFO | root | Dataset: bciciv2a, Sample_num: 5184, num_classes: 4
2026-01-05 14:56:06 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2026-01-05 14:56:06 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 14:56:06 | INFO | root | sample num in train set: 4147, sample num in test set: 1037
2026-01-05 14:56:07 | INFO | root | Model: eegnet, Parameter Num: 4912
2026-01-05 14:56:07 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2026-01-05 14:56:07 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 14:56:07 | INFO | root | sample num in train set: 4147, sample num in val set: 518, sample num in test set: 519
2026-01-05 14:57:07 | INFO | root | Epoch: 1, Train Loss: 1.3840, Val Acc: 0.3243, Val Loss: 1.3801, Test Acc: 0.2987, Test Loss: 1.3815, Learning Rate: 0.001000
2026-01-05 14:57:32 | INFO | root | Epoch: 2, Train Loss: 1.3063, Val Acc: 0.3861, Val Loss: 1.3603, Test Acc: 0.3661, Test Loss: 1.3613, Learning Rate: 0.001000
2026-01-05 14:57:51 | INFO | root | Epoch: 3, Train Loss: 1.2095, Val Acc: 0.4768, Val Loss: 1.2927, Test Acc: 0.4605, Test Loss: 1.2902, Learning Rate: 0.001000
2026-01-05 14:58:04 | INFO | root | Epoch: 4, Train Loss: 1.1112, Val Acc: 0.5251, Val Loss: 1.2083, Test Acc: 0.5029, Test Loss: 1.2019, Learning Rate: 0.001000
2026-01-05 14:58:25 | INFO | root | Epoch: 5, Train Loss: 1.0403, Val Acc: 0.5598, Val Loss: 1.1345, Test Acc: 0.5376, Test Loss: 1.1355, Learning Rate: 0.001000
2026-01-05 14:58:41 | INFO | root | Epoch: 6, Train Loss: 0.9864, Val Acc: 0.5560, Val Loss: 1.0753, Test Acc: 0.5607, Test Loss: 1.0763, Learning Rate: 0.001000
2026-01-05 14:58:50 | INFO | root | Epoch: 7, Train Loss: 0.9506, Val Acc: 0.5618, Val Loss: 1.0309, Test Acc: 0.5954, Test Loss: 1.0363, Learning Rate: 0.001000
2026-01-05 14:59:25 | INFO | root | Epoch: 8, Train Loss: 0.9191, Val Acc: 0.5598, Val Loss: 1.0047, Test Acc: 0.5915, Test Loss: 1.0161, Learning Rate: 0.001000
2026-01-05 15:00:01 | INFO | root | Epoch: 9, Train Loss: 0.9048, Val Acc: 0.5753, Val Loss: 0.9883, Test Acc: 0.5954, Test Loss: 0.9935, Learning Rate: 0.001000
2026-01-05 15:00:32 | INFO | root | Epoch: 10, Train Loss: 0.8824, Val Acc: 0.5753, Val Loss: 0.9646, Test Acc: 0.5954, Test Loss: 0.9840, Learning Rate: 0.001000
2026-01-05 15:00:40 | INFO | root | Epoch: 11, Train Loss: 0.8560, Val Acc: 0.5830, Val Loss: 0.9568, Test Acc: 0.5954, Test Loss: 0.9731, Learning Rate: 0.001000
2026-01-05 15:00:50 | INFO | root | Epoch: 12, Train Loss: 0.8381, Val Acc: 0.5946, Val Loss: 0.9458, Test Acc: 0.6050, Test Loss: 0.9689, Learning Rate: 0.001000
2026-01-05 15:01:18 | INFO | root | Epoch: 13, Train Loss: 0.8301, Val Acc: 0.5965, Val Loss: 0.9202, Test Acc: 0.6127, Test Loss: 0.9511, Learning Rate: 0.001000
2026-01-05 15:01:51 | INFO | root | Epoch: 14, Train Loss: 0.8181, Val Acc: 0.5869, Val Loss: 0.9168, Test Acc: 0.6224, Test Loss: 0.9451, Learning Rate: 0.001000
2026-01-05 15:02:08 | INFO | root | Epoch: 15, Train Loss: 0.7912, Val Acc: 0.5888, Val Loss: 0.9013, Test Acc: 0.6146, Test Loss: 0.9268, Learning Rate: 0.001000
2026-01-05 15:02:22 | INFO | root | Epoch: 16, Train Loss: 0.7791, Val Acc: 0.6062, Val Loss: 0.8737, Test Acc: 0.6416, Test Loss: 0.9074, Learning Rate: 0.001000
2026-01-05 15:02:46 | INFO | root | Epoch: 17, Train Loss: 0.7593, Val Acc: 0.6197, Val Loss: 0.8632, Test Acc: 0.6358, Test Loss: 0.8839, Learning Rate: 0.001000
2026-01-05 15:03:22 | INFO | root | Epoch: 18, Train Loss: 0.7485, Val Acc: 0.6274, Val Loss: 0.8411, Test Acc: 0.6570, Test Loss: 0.8664, Learning Rate: 0.001000
2026-01-05 15:03:39 | INFO | root | Epoch: 19, Train Loss: 0.7425, Val Acc: 0.6448, Val Loss: 0.8304, Test Acc: 0.6782, Test Loss: 0.8513, Learning Rate: 0.001000
2026-01-05 15:04:05 | INFO | root | Epoch: 20, Train Loss: 0.7346, Val Acc: 0.6448, Val Loss: 0.8151, Test Acc: 0.6763, Test Loss: 0.8443, Learning Rate: 0.001000
