2026-01-05 18:26:33 | INFO | root | Training seediv with eegnet
2026-01-05 18:26:33 | INFO | root | Namespace(dataset='seediv', model='eegnet', at_strategy='clean', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=3)
2026-01-05 18:26:33 | INFO | root | AT config | strategy: clean, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 18:26:33 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/seediv_EA.
2026-01-05 18:26:47 | INFO | root | Dataset: seediv, Sample_num: 37575, num_classes: 4
2026-01-05 18:26:47 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/kfold_split.
2026-01-05 18:26:47 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 18:26:47 | INFO | root | sample num in train set: 30060, sample num in test set: 7515
2026-01-05 18:26:47 | INFO | root | Model: eegnet, Parameter Num: 4080
2026-01-05 18:26:47 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/test_val_split_0.
2026-01-05 18:26:47 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 18:26:47 | INFO | root | sample num in train set: 30060, sample num in val set: 3757, sample num in test set: 3758
2026-01-05 18:28:39 | INFO | root | Epoch: 1, Train Loss: 1.3721, Val Acc: 0.3258, Val Loss: 1.3422, Test Acc: 0.3012, Test Loss: 1.3563, Learning Rate: 0.001000
2026-01-05 18:30:28 | INFO | root | Epoch: 2, Train Loss: 1.2959, Val Acc: 0.4150, Val Loss: 1.2470, Test Acc: 0.4023, Test Loss: 1.2829, Learning Rate: 0.001000
2026-01-05 18:31:34 | INFO | root | Epoch: 3, Train Loss: 1.2171, Val Acc: 0.4874, Val Loss: 1.1554, Test Acc: 0.4609, Test Loss: 1.1971, Learning Rate: 0.001000
2026-01-05 18:33:38 | INFO | root | Epoch: 4, Train Loss: 1.1667, Val Acc: 0.5102, Val Loss: 1.1071, Test Acc: 0.4987, Test Loss: 1.1520, Learning Rate: 0.001000
2026-01-05 18:35:33 | INFO | root | Epoch: 5, Train Loss: 1.1334, Val Acc: 0.5244, Val Loss: 1.0840, Test Acc: 0.5160, Test Loss: 1.1072, Learning Rate: 0.001000
2026-01-05 18:37:18 | INFO | root | Epoch: 6, Train Loss: 1.1012, Val Acc: 0.5393, Val Loss: 1.0661, Test Acc: 0.5439, Test Loss: 1.0791, Learning Rate: 0.001000
2026-01-05 18:39:32 | INFO | root | Epoch: 7, Train Loss: 1.0807, Val Acc: 0.5560, Val Loss: 1.0284, Test Acc: 0.5538, Test Loss: 1.0473, Learning Rate: 0.001000
2026-01-05 18:42:51 | INFO | root | Epoch: 8, Train Loss: 1.0669, Val Acc: 0.5590, Val Loss: 1.0359, Test Acc: 0.5639, Test Loss: 1.0531, Learning Rate: 0.001000
2026-01-05 18:44:58 | INFO | root | Epoch: 9, Train Loss: 1.0536, Val Acc: 0.5701, Val Loss: 1.0115, Test Acc: 0.5641, Test Loss: 1.0341, Learning Rate: 0.001000
