2026-01-05 13:37:00 | INFO | root | Training bciciv2a with eegnet
2026-01-05 13:37:00 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', at_strategy='fbf', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=1)
2026-01-05 13:37:00 | INFO | root | AT config | strategy: fbf, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 13:37:00 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2026-01-05 13:37:01 | INFO | root | Dataset: bciciv2a, Sample_num: 5184, num_classes: 4
2026-01-05 13:37:01 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2026-01-05 13:37:01 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 13:37:01 | INFO | root | sample num in train set: 4147, sample num in test set: 1037
2026-01-05 13:37:01 | INFO | root | Model: eegnet, Parameter Num: 4912
2026-01-05 13:37:01 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2026-01-05 13:37:01 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 13:37:01 | INFO | root | sample num in train set: 4147, sample num in val set: 518, sample num in test set: 519
2026-01-05 13:37:08 | INFO | root | Epoch: 1, Train Loss: 1.3949, Val Acc: 0.3880, Val Loss: 1.3693, Test Acc: 0.3603, Test Loss: 1.3680, Learning Rate: 0.001000
2026-01-05 13:37:14 | INFO | root | Epoch: 2, Train Loss: 1.2485, Val Acc: 0.5154, Val Loss: 1.2350, Test Acc: 0.5106, Test Loss: 1.2241, Learning Rate: 0.001000
2026-01-05 13:37:21 | INFO | root | Epoch: 3, Train Loss: 1.1378, Val Acc: 0.5637, Val Loss: 1.0981, Test Acc: 0.5588, Test Loss: 1.0990, Learning Rate: 0.001000
2026-01-05 13:37:27 | INFO | root | Epoch: 4, Train Loss: 1.0550, Val Acc: 0.6004, Val Loss: 1.0020, Test Acc: 0.6031, Test Loss: 1.0028, Learning Rate: 0.001000
2026-01-05 13:37:33 | INFO | root | Epoch: 5, Train Loss: 1.0050, Val Acc: 0.6313, Val Loss: 0.9287, Test Acc: 0.6435, Test Loss: 0.9475, Learning Rate: 0.001000
2026-01-05 13:37:40 | INFO | root | Epoch: 6, Train Loss: 0.9581, Val Acc: 0.6293, Val Loss: 0.8795, Test Acc: 0.6532, Test Loss: 0.8924, Learning Rate: 0.001000
2026-01-05 13:37:47 | INFO | root | Epoch: 7, Train Loss: 0.9182, Val Acc: 0.6506, Val Loss: 0.8404, Test Acc: 0.6744, Test Loss: 0.8579, Learning Rate: 0.001000
2026-01-05 13:37:52 | INFO | root | Epoch: 8, Train Loss: 0.8914, Val Acc: 0.6448, Val Loss: 0.8056, Test Acc: 0.6879, Test Loss: 0.8358, Learning Rate: 0.001000
2026-01-05 13:37:59 | INFO | root | Epoch: 9, Train Loss: 0.8747, Val Acc: 0.6718, Val Loss: 0.7948, Test Acc: 0.6936, Test Loss: 0.8268, Learning Rate: 0.001000
2026-01-05 13:38:06 | INFO | root | Epoch: 10, Train Loss: 0.8548, Val Acc: 0.6931, Val Loss: 0.7645, Test Acc: 0.6821, Test Loss: 0.8142, Learning Rate: 0.001000
2026-01-05 13:38:12 | INFO | root | Epoch: 11, Train Loss: 0.8339, Val Acc: 0.6892, Val Loss: 0.7581, Test Acc: 0.6859, Test Loss: 0.8123, Learning Rate: 0.001000
2026-01-05 13:38:20 | INFO | root | Epoch: 12, Train Loss: 0.8296, Val Acc: 0.6776, Val Loss: 0.7623, Test Acc: 0.6936, Test Loss: 0.8061, Learning Rate: 0.001000
2026-01-05 13:38:27 | INFO | root | Epoch: 13, Train Loss: 0.8110, Val Acc: 0.6988, Val Loss: 0.7431, Test Acc: 0.6879, Test Loss: 0.7934, Learning Rate: 0.001000
