2026-01-05 17:00:32 | INFO | root | Training seediv with eegnet
2026-01-05 17:00:32 | INFO | root | Namespace(dataset='seediv', model='eegnet', at_strategy='trades', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=3)
2026-01-05 17:00:32 | INFO | root | AT config | strategy: trades, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 17:00:32 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/seediv_EA.
2026-01-05 17:00:45 | INFO | root | Dataset: seediv, Sample_num: 37575, num_classes: 4
2026-01-05 17:00:45 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/kfold_split.
2026-01-05 17:00:45 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 17:00:45 | INFO | root | sample num in train set: 30060, sample num in test set: 7515
2026-01-05 17:00:45 | INFO | root | Model: eegnet, Parameter Num: 4080
2026-01-05 17:00:45 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/seediv_split/test_val_split_0.
2026-01-05 17:00:45 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 17:00:45 | INFO | root | sample num in train set: 30060, sample num in val set: 3757, sample num in test set: 3758
2026-01-05 17:12:38 | INFO | root | Epoch: 1, Train Loss: 1.3880, Val Acc: 0.3319, Val Loss: 1.3452, Test Acc: 0.3425, Test Loss: 1.3550, Learning Rate: 0.001000
2026-01-05 17:23:59 | INFO | root | Epoch: 2, Train Loss: 1.3410, Val Acc: 0.4070, Val Loss: 1.2732, Test Acc: 0.3880, Test Loss: 1.2937, Learning Rate: 0.001000
2026-01-05 17:37:02 | INFO | root | Epoch: 3, Train Loss: 1.3005, Val Acc: 0.4557, Val Loss: 1.2287, Test Acc: 0.4513, Test Loss: 1.2439, Learning Rate: 0.001000
2026-01-05 17:48:07 | INFO | root | Epoch: 4, Train Loss: 1.2685, Val Acc: 0.4871, Val Loss: 1.1866, Test Acc: 0.4758, Test Loss: 1.1997, Learning Rate: 0.001000
2026-01-05 17:59:19 | INFO | root | Epoch: 5, Train Loss: 1.2386, Val Acc: 0.5039, Val Loss: 1.1504, Test Acc: 0.4987, Test Loss: 1.1653, Learning Rate: 0.001000
2026-01-05 18:12:15 | INFO | root | Epoch: 6, Train Loss: 1.2248, Val Acc: 0.4993, Val Loss: 1.1482, Test Acc: 0.4995, Test Loss: 1.1585, Learning Rate: 0.001000
2026-01-05 18:25:49 | INFO | root | Epoch: 7, Train Loss: 1.2188, Val Acc: 0.5156, Val Loss: 1.1314, Test Acc: 0.5122, Test Loss: 1.1477, Learning Rate: 0.001000
2026-01-05 18:38:24 | INFO | root | Epoch: 8, Train Loss: 1.2137, Val Acc: 0.5100, Val Loss: 1.1314, Test Acc: 0.5109, Test Loss: 1.1451, Learning Rate: 0.001000
2026-01-05 18:53:38 | INFO | root | Epoch: 9, Train Loss: 1.2110, Val Acc: 0.5198, Val Loss: 1.1324, Test Acc: 0.5216, Test Loss: 1.1407, Learning Rate: 0.001000
2026-01-05 19:08:17 | INFO | root | Epoch: 10, Train Loss: 1.2074, Val Acc: 0.5156, Val Loss: 1.1277, Test Acc: 0.5144, Test Loss: 1.1396, Learning Rate: 0.001000
2026-01-05 19:24:25 | INFO | root | Epoch: 11, Train Loss: 1.2044, Val Acc: 0.5190, Val Loss: 1.1237, Test Acc: 0.5239, Test Loss: 1.1351, Learning Rate: 0.001000
2026-01-05 19:41:14 | INFO | root | Epoch: 12, Train Loss: 1.2026, Val Acc: 0.5161, Val Loss: 1.1198, Test Acc: 0.5186, Test Loss: 1.1333, Learning Rate: 0.001000
2026-01-05 19:55:17 | INFO | root | Epoch: 13, Train Loss: 1.2018, Val Acc: 0.5217, Val Loss: 1.1232, Test Acc: 0.5213, Test Loss: 1.1348, Learning Rate: 0.001000
2026-01-05 20:07:26 | INFO | root | Epoch: 14, Train Loss: 1.1998, Val Acc: 0.5217, Val Loss: 1.1136, Test Acc: 0.5194, Test Loss: 1.1258, Learning Rate: 0.001000
2026-01-05 20:19:49 | INFO | root | Epoch: 15, Train Loss: 1.1975, Val Acc: 0.5196, Val Loss: 1.1160, Test Acc: 0.5178, Test Loss: 1.1292, Learning Rate: 0.001000
2026-01-05 20:35:46 | INFO | root | Epoch: 16, Train Loss: 1.1952, Val Acc: 0.5214, Val Loss: 1.1122, Test Acc: 0.5149, Test Loss: 1.1256, Learning Rate: 0.001000
2026-01-05 20:51:50 | INFO | root | Epoch: 17, Train Loss: 1.1941, Val Acc: 0.5169, Val Loss: 1.1154, Test Acc: 0.5232, Test Loss: 1.1265, Learning Rate: 0.001000
2026-01-05 21:07:02 | INFO | root | Epoch: 18, Train Loss: 1.1929, Val Acc: 0.5108, Val Loss: 1.1160, Test Acc: 0.5149, Test Loss: 1.1279, Learning Rate: 0.001000
2026-01-05 21:21:55 | INFO | root | Epoch: 19, Train Loss: 1.1911, Val Acc: 0.5249, Val Loss: 1.1068, Test Acc: 0.5234, Test Loss: 1.1228, Learning Rate: 0.001000
2026-01-05 21:35:13 | INFO | root | Epoch: 20, Train Loss: 1.1889, Val Acc: 0.5204, Val Loss: 1.1061, Test Acc: 0.5282, Test Loss: 1.1202, Learning Rate: 0.001000
2026-01-05 21:52:47 | INFO | root | Epoch: 21, Train Loss: 1.1875, Val Acc: 0.5268, Val Loss: 1.1009, Test Acc: 0.5247, Test Loss: 1.1205, Learning Rate: 0.001000
2026-01-05 22:14:56 | INFO | root | Epoch: 22, Train Loss: 1.1863, Val Acc: 0.5318, Val Loss: 1.1033, Test Acc: 0.5309, Test Loss: 1.1192, Learning Rate: 0.001000
2026-01-05 22:25:07 | INFO | root | Epoch: 23, Train Loss: 1.1865, Val Acc: 0.5244, Val Loss: 1.1013, Test Acc: 0.5247, Test Loss: 1.1191, Learning Rate: 0.001000
2026-01-05 22:33:41 | INFO | root | Epoch: 24, Train Loss: 1.1852, Val Acc: 0.5318, Val Loss: 1.1027, Test Acc: 0.5399, Test Loss: 1.1155, Learning Rate: 0.001000
2026-01-05 22:41:41 | INFO | root | Epoch: 25, Train Loss: 1.1829, Val Acc: 0.5299, Val Loss: 1.0984, Test Acc: 0.5301, Test Loss: 1.1154, Learning Rate: 0.001000
2026-01-05 22:48:30 | INFO | root | Epoch: 26, Train Loss: 1.1823, Val Acc: 0.5342, Val Loss: 1.0982, Test Acc: 0.5279, Test Loss: 1.1150, Learning Rate: 0.001000
2026-01-05 22:55:19 | INFO | root | Epoch: 27, Train Loss: 1.1798, Val Acc: 0.5236, Val Loss: 1.0990, Test Acc: 0.5242, Test Loss: 1.1167, Learning Rate: 0.001000
2026-01-05 23:01:55 | INFO | root | Epoch: 28, Train Loss: 1.1799, Val Acc: 0.5366, Val Loss: 1.0918, Test Acc: 0.5306, Test Loss: 1.1108, Learning Rate: 0.001000
2026-01-05 23:08:00 | INFO | root | Epoch: 29, Train Loss: 1.1783, Val Acc: 0.5222, Val Loss: 1.0992, Test Acc: 0.5255, Test Loss: 1.1161, Learning Rate: 0.001000
2026-01-05 23:14:57 | INFO | root | Epoch: 30, Train Loss: 1.1771, Val Acc: 0.5430, Val Loss: 1.0866, Test Acc: 0.5490, Test Loss: 1.1038, Learning Rate: 0.001000
2026-01-05 23:22:05 | INFO | root | Epoch: 31, Train Loss: 1.1774, Val Acc: 0.5427, Val Loss: 1.0888, Test Acc: 0.5447, Test Loss: 1.1051, Learning Rate: 0.001000
2026-01-05 23:29:24 | INFO | root | Epoch: 32, Train Loss: 1.1772, Val Acc: 0.5222, Val Loss: 1.0959, Test Acc: 0.5250, Test Loss: 1.1133, Learning Rate: 0.001000
2026-01-05 23:36:29 | INFO | root | Epoch: 33, Train Loss: 1.1765, Val Acc: 0.5379, Val Loss: 1.0888, Test Acc: 0.5407, Test Loss: 1.1048, Learning Rate: 0.001000
2026-01-05 23:43:28 | INFO | root | Epoch: 34, Train Loss: 1.1771, Val Acc: 0.5401, Val Loss: 1.0875, Test Acc: 0.5410, Test Loss: 1.1045, Learning Rate: 0.001000
2026-01-05 23:49:00 | INFO | root | Epoch: 35, Train Loss: 1.1768, Val Acc: 0.5403, Val Loss: 1.0838, Test Acc: 0.5434, Test Loss: 1.1054, Learning Rate: 0.001000
2026-01-05 23:55:57 | INFO | root | Epoch: 36, Train Loss: 1.1777, Val Acc: 0.5512, Val Loss: 1.0810, Test Acc: 0.5490, Test Loss: 1.1028, Learning Rate: 0.001000
2026-01-06 00:02:59 | INFO | root | Epoch: 37, Train Loss: 1.1741, Val Acc: 0.5334, Val Loss: 1.0875, Test Acc: 0.5407, Test Loss: 1.1070, Learning Rate: 0.001000
2026-01-06 00:09:52 | INFO | root | Epoch: 38, Train Loss: 1.1736, Val Acc: 0.5448, Val Loss: 1.0869, Test Acc: 0.5431, Test Loss: 1.1037, Learning Rate: 0.001000
2026-01-06 00:16:43 | INFO | root | Epoch: 39, Train Loss: 1.1739, Val Acc: 0.5459, Val Loss: 1.0834, Test Acc: 0.5434, Test Loss: 1.1015, Learning Rate: 0.001000
2026-01-06 00:23:16 | INFO | root | Epoch: 40, Train Loss: 1.1730, Val Acc: 0.5488, Val Loss: 1.0819, Test Acc: 0.5484, Test Loss: 1.1002, Learning Rate: 0.001000
2026-01-06 00:29:16 | INFO | root | Epoch: 41, Train Loss: 1.1725, Val Acc: 0.5483, Val Loss: 1.0774, Test Acc: 0.5436, Test Loss: 1.0996, Learning Rate: 0.001000
2026-01-06 00:36:11 | INFO | root | Epoch: 42, Train Loss: 1.1718, Val Acc: 0.5369, Val Loss: 1.0844, Test Acc: 0.5479, Test Loss: 1.1007, Learning Rate: 0.001000
2026-01-06 00:43:04 | INFO | root | Epoch: 43, Train Loss: 1.1707, Val Acc: 0.5496, Val Loss: 1.0752, Test Acc: 0.5463, Test Loss: 1.0946, Learning Rate: 0.001000
2026-01-06 00:50:00 | INFO | root | Epoch: 44, Train Loss: 1.1702, Val Acc: 0.5483, Val Loss: 1.0799, Test Acc: 0.5490, Test Loss: 1.0986, Learning Rate: 0.001000
2026-01-06 00:56:06 | INFO | root | Epoch: 45, Train Loss: 1.1709, Val Acc: 0.5398, Val Loss: 1.0834, Test Acc: 0.5420, Test Loss: 1.1043, Learning Rate: 0.001000
2026-01-06 01:00:54 | INFO | root | Epoch: 46, Train Loss: 1.1700, Val Acc: 0.5451, Val Loss: 1.0829, Test Acc: 0.5423, Test Loss: 1.1016, Learning Rate: 0.001000
2026-01-06 01:05:42 | INFO | root | Epoch: 47, Train Loss: 1.1684, Val Acc: 0.5536, Val Loss: 1.0774, Test Acc: 0.5495, Test Loss: 1.0963, Learning Rate: 0.001000
2026-01-06 01:10:29 | INFO | root | Epoch: 48, Train Loss: 1.1682, Val Acc: 0.5488, Val Loss: 1.0808, Test Acc: 0.5585, Test Loss: 1.0972, Learning Rate: 0.001000
2026-01-06 01:15:16 | INFO | root | Epoch: 49, Train Loss: 1.1676, Val Acc: 0.5523, Val Loss: 1.0816, Test Acc: 0.5524, Test Loss: 1.1011, Learning Rate: 0.001000
2026-01-06 01:20:04 | INFO | root | Epoch: 50, Train Loss: 1.1700, Val Acc: 0.5502, Val Loss: 1.0774, Test Acc: 0.5508, Test Loss: 1.0966, Learning Rate: 0.001000
2026-01-06 01:24:51 | INFO | root | Epoch: 51, Train Loss: 1.1680, Val Acc: 0.5510, Val Loss: 1.0767, Test Acc: 0.5492, Test Loss: 1.0966, Learning Rate: 0.001000
2026-01-06 01:29:35 | INFO | root | Epoch: 52, Train Loss: 1.1663, Val Acc: 0.5494, Val Loss: 1.0761, Test Acc: 0.5553, Test Loss: 1.0954, Learning Rate: 0.001000
2026-01-06 01:34:23 | INFO | root | Epoch: 53, Train Loss: 1.1683, Val Acc: 0.5366, Val Loss: 1.0810, Test Acc: 0.5476, Test Loss: 1.0996, Learning Rate: 0.001000
2026-01-06 01:39:09 | INFO | root | Epoch: 54, Train Loss: 1.1648, Val Acc: 0.5456, Val Loss: 1.0766, Test Acc: 0.5498, Test Loss: 1.0946, Learning Rate: 0.000500
2026-01-06 01:43:57 | INFO | root | Epoch: 55, Train Loss: 1.1591, Val Acc: 0.5534, Val Loss: 1.0704, Test Acc: 0.5482, Test Loss: 1.0917, Learning Rate: 0.000500
2026-01-06 01:48:41 | INFO | root | Epoch: 56, Train Loss: 1.1589, Val Acc: 0.5584, Val Loss: 1.0682, Test Acc: 0.5538, Test Loss: 1.0877, Learning Rate: 0.000500
2026-01-06 01:53:31 | INFO | root | Epoch: 57, Train Loss: 1.1620, Val Acc: 0.5539, Val Loss: 1.0698, Test Acc: 0.5599, Test Loss: 1.0876, Learning Rate: 0.000500
2026-01-06 01:58:18 | INFO | root | Epoch: 58, Train Loss: 1.1589, Val Acc: 0.5478, Val Loss: 1.0707, Test Acc: 0.5553, Test Loss: 1.0911, Learning Rate: 0.000500
2026-01-06 02:03:01 | INFO | root | Epoch: 59, Train Loss: 1.1586, Val Acc: 0.5555, Val Loss: 1.0680, Test Acc: 0.5599, Test Loss: 1.0867, Learning Rate: 0.000500
