2026-01-06 22:27:56 | INFO | root | Training m3cv with eegnet
2026-01-06 22:27:56 | INFO | root | Namespace(dataset='m3cv', model='eegnet', at_strategy='fbf', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=2)
2026-01-06 22:27:56 | INFO | root | AT config | strategy: fbf, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-06 22:27:56 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/m3cv_EA.
2026-01-06 22:28:16 | INFO | root | Dataset: m3cv, Sample_num: 57851, num_classes: 95
2026-01-06 22:28:16 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/kfold_split.
2026-01-06 22:28:16 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 22:28:16 | INFO | root | sample num in train set: 46280, sample num in test set: 11571
2026-01-06 22:28:16 | INFO | root | Model: eegnet, Parameter Num: 49248
2026-01-06 22:28:16 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/test_val_split_0.
2026-01-06 22:28:16 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 22:28:16 | INFO | root | sample num in train set: 46280, sample num in val set: 5785, sample num in test set: 5786
2026-01-06 22:31:00 | INFO | root | Epoch: 1, Train Loss: 1.7301, Val Acc: 0.9613, Val Loss: 0.1596, Test Acc: 0.9559, Test Loss: 0.1648, Learning Rate: 0.001000
2026-01-06 22:33:43 | INFO | root | Epoch: 2, Train Loss: 0.2260, Val Acc: 0.9763, Val Loss: 0.0742, Test Acc: 0.9746, Test Loss: 0.0752, Learning Rate: 0.001000
2026-01-06 22:36:23 | INFO | root | Epoch: 3, Train Loss: 0.1269, Val Acc: 0.9857, Val Loss: 0.0452, Test Acc: 0.9822, Test Loss: 0.0470, Learning Rate: 0.001000
2026-01-06 22:39:05 | INFO | root | Epoch: 4, Train Loss: 0.0898, Val Acc: 0.9858, Val Loss: 0.0333, Test Acc: 0.9825, Test Loss: 0.0372, Learning Rate: 0.001000
2026-01-06 22:41:50 | INFO | root | Epoch: 5, Train Loss: 0.0750, Val Acc: 0.9858, Val Loss: 0.0326, Test Acc: 0.9820, Test Loss: 0.0351, Learning Rate: 0.001000
2026-01-06 22:44:27 | INFO | root | Epoch: 6, Train Loss: 0.0643, Val Acc: 0.9889, Val Loss: 0.0304, Test Acc: 0.9843, Test Loss: 0.0363, Learning Rate: 0.001000
2026-01-06 22:47:08 | INFO | root | Epoch: 7, Train Loss: 0.0563, Val Acc: 0.9889, Val Loss: 0.0303, Test Acc: 0.9850, Test Loss: 0.0346, Learning Rate: 0.001000
2026-01-06 22:49:49 | INFO | root | Epoch: 8, Train Loss: 0.0495, Val Acc: 0.9903, Val Loss: 0.0254, Test Acc: 0.9832, Test Loss: 0.0330, Learning Rate: 0.001000
2026-01-06 22:52:27 | INFO | root | Epoch: 9, Train Loss: 0.0499, Val Acc: 0.9888, Val Loss: 0.0262, Test Acc: 0.9831, Test Loss: 0.0308, Learning Rate: 0.001000
2026-01-06 22:55:10 | INFO | root | Epoch: 10, Train Loss: 0.0445, Val Acc: 0.9863, Val Loss: 0.0243, Test Acc: 0.9827, Test Loss: 0.0265, Learning Rate: 0.001000
2026-01-06 22:57:52 | INFO | root | Epoch: 11, Train Loss: 0.0441, Val Acc: 0.9853, Val Loss: 0.0278, Test Acc: 0.9843, Test Loss: 0.0280, Learning Rate: 0.001000
2026-01-06 23:00:32 | INFO | root | Epoch: 12, Train Loss: 0.0395, Val Acc: 0.9867, Val Loss: 0.0302, Test Acc: 0.9839, Test Loss: 0.0291, Learning Rate: 0.001000
2026-01-06 23:03:13 | INFO | root | Epoch: 13, Train Loss: 0.0399, Val Acc: 0.9869, Val Loss: 0.0288, Test Acc: 0.9857, Test Loss: 0.0295, Learning Rate: 0.001000
2026-01-06 23:05:57 | INFO | root | Epoch: 14, Train Loss: 0.0374, Val Acc: 0.9900, Val Loss: 0.0244, Test Acc: 0.9853, Test Loss: 0.0270, Learning Rate: 0.001000
2026-01-06 23:08:41 | INFO | root | Epoch: 15, Train Loss: 0.0364, Val Acc: 0.9908, Val Loss: 0.0217, Test Acc: 0.9855, Test Loss: 0.0290, Learning Rate: 0.001000
2026-01-06 23:11:23 | INFO | root | Epoch: 16, Train Loss: 0.0351, Val Acc: 0.9879, Val Loss: 0.0269, Test Acc: 0.9858, Test Loss: 0.0325, Learning Rate: 0.001000
2026-01-06 23:14:10 | INFO | root | Epoch: 17, Train Loss: 0.0340, Val Acc: 0.9914, Val Loss: 0.0221, Test Acc: 0.9853, Test Loss: 0.0295, Learning Rate: 0.001000
2026-01-06 23:16:54 | INFO | root | Epoch: 18, Train Loss: 0.0343, Val Acc: 0.9869, Val Loss: 0.0258, Test Acc: 0.9844, Test Loss: 0.0275, Learning Rate: 0.001000
2026-01-06 23:19:44 | INFO | root | Epoch: 19, Train Loss: 0.0323, Val Acc: 0.9886, Val Loss: 0.0216, Test Acc: 0.9848, Test Loss: 0.0266, Learning Rate: 0.001000
2026-01-06 23:22:34 | INFO | root | Epoch: 20, Train Loss: 0.0334, Val Acc: 0.9857, Val Loss: 0.0236, Test Acc: 0.9853, Test Loss: 0.0248, Learning Rate: 0.001000
2026-01-06 23:25:16 | INFO | root | Epoch: 21, Train Loss: 0.0320, Val Acc: 0.9869, Val Loss: 0.0231, Test Acc: 0.9815, Test Loss: 0.0279, Learning Rate: 0.001000
2026-01-06 23:28:03 | INFO | root | Epoch: 22, Train Loss: 0.0307, Val Acc: 0.9877, Val Loss: 0.0207, Test Acc: 0.9815, Test Loss: 0.0255, Learning Rate: 0.001000
2026-01-06 23:30:45 | INFO | root | Epoch: 23, Train Loss: 0.0310, Val Acc: 0.9846, Val Loss: 0.0221, Test Acc: 0.9829, Test Loss: 0.0272, Learning Rate: 0.001000
2026-01-06 23:33:29 | INFO | root | Epoch: 24, Train Loss: 0.0305, Val Acc: 0.9858, Val Loss: 0.0260, Test Acc: 0.9843, Test Loss: 0.0243, Learning Rate: 0.001000
2026-01-06 23:36:18 | INFO | root | Epoch: 25, Train Loss: 0.0287, Val Acc: 0.9884, Val Loss: 0.0244, Test Acc: 0.9860, Test Loss: 0.0258, Learning Rate: 0.001000
2026-01-06 23:39:01 | INFO | root | Epoch: 26, Train Loss: 0.0303, Val Acc: 0.9867, Val Loss: 0.0245, Test Acc: 0.9838, Test Loss: 0.0267, Learning Rate: 0.001000
2026-01-06 23:41:46 | INFO | root | Epoch: 27, Train Loss: 0.0288, Val Acc: 0.9874, Val Loss: 0.0238, Test Acc: 0.9853, Test Loss: 0.0244, Learning Rate: 0.001000
2026-01-06 23:44:29 | INFO | root | Epoch: 28, Train Loss: 0.0289, Val Acc: 0.9879, Val Loss: 0.0242, Test Acc: 0.9860, Test Loss: 0.0243, Learning Rate: 0.001000
2026-01-06 23:47:13 | INFO | root | Epoch: 29, Train Loss: 0.0277, Val Acc: 0.9900, Val Loss: 0.0222, Test Acc: 0.9834, Test Loss: 0.0249, Learning Rate: 0.001000
2026-01-06 23:49:57 | INFO | root | Epoch: 30, Train Loss: 0.0282, Val Acc: 0.9876, Val Loss: 0.0210, Test Acc: 0.9834, Test Loss: 0.0242, Learning Rate: 0.001000
2026-01-06 23:52:39 | INFO | root | Epoch: 31, Train Loss: 0.0281, Val Acc: 0.9882, Val Loss: 0.0251, Test Acc: 0.9870, Test Loss: 0.0255, Learning Rate: 0.001000
2026-01-06 23:55:22 | INFO | root | Epoch: 32, Train Loss: 0.0260, Val Acc: 0.9865, Val Loss: 0.0235, Test Acc: 0.9839, Test Loss: 0.0244, Learning Rate: 0.001000
2026-01-06 23:58:01 | INFO | root | Epoch: 33, Train Loss: 0.0262, Val Acc: 0.9879, Val Loss: 0.0218, Test Acc: 0.9843, Test Loss: 0.0238, Learning Rate: 0.000500
2026-01-07 00:00:35 | INFO | root | Epoch: 34, Train Loss: 0.0230, Val Acc: 0.9919, Val Loss: 0.0191, Test Acc: 0.9874, Test Loss: 0.0256, Learning Rate: 0.000500
2026-01-07 00:03:15 | INFO | root | Epoch: 35, Train Loss: 0.0218, Val Acc: 0.9863, Val Loss: 0.0201, Test Acc: 0.9831, Test Loss: 0.0223, Learning Rate: 0.000500
2026-01-07 00:05:55 | INFO | root | Epoch: 36, Train Loss: 0.0216, Val Acc: 0.9877, Val Loss: 0.0211, Test Acc: 0.9851, Test Loss: 0.0220, Learning Rate: 0.000500
2026-01-07 00:08:18 | INFO | root | Epoch: 37, Train Loss: 0.0210, Val Acc: 0.9886, Val Loss: 0.0204, Test Acc: 0.9858, Test Loss: 0.0232, Learning Rate: 0.000500
2026-01-07 00:10:26 | INFO | root | Epoch: 38, Train Loss: 0.0212, Val Acc: 0.9874, Val Loss: 0.0193, Test Acc: 0.9834, Test Loss: 0.0217, Learning Rate: 0.000500
2026-01-07 00:12:34 | INFO | root | Epoch: 39, Train Loss: 0.0209, Val Acc: 0.9869, Val Loss: 0.0188, Test Acc: 0.9817, Test Loss: 0.0219, Learning Rate: 0.000500
2026-01-07 00:14:55 | INFO | root | Epoch: 40, Train Loss: 0.0206, Val Acc: 0.9881, Val Loss: 0.0200, Test Acc: 0.9825, Test Loss: 0.0223, Learning Rate: 0.000500
2026-01-07 00:17:35 | INFO | root | Epoch: 41, Train Loss: 0.0213, Val Acc: 0.9860, Val Loss: 0.0207, Test Acc: 0.9819, Test Loss: 0.0229, Learning Rate: 0.000500
2026-01-07 00:20:18 | INFO | root | Epoch: 42, Train Loss: 0.0213, Val Acc: 0.9853, Val Loss: 0.0215, Test Acc: 0.9827, Test Loss: 0.0203, Learning Rate: 0.000500
2026-01-07 00:22:55 | INFO | root | Epoch: 43, Train Loss: 0.0209, Val Acc: 0.9881, Val Loss: 0.0201, Test Acc: 0.9829, Test Loss: 0.0212, Learning Rate: 0.000500
2026-01-07 00:25:35 | INFO | root | Epoch: 44, Train Loss: 0.0206, Val Acc: 0.9869, Val Loss: 0.0209, Test Acc: 0.9832, Test Loss: 0.0212, Learning Rate: 0.000500
2026-01-07 00:28:15 | INFO | root | Epoch: 45, Train Loss: 0.0204, Val Acc: 0.9881, Val Loss: 0.0189, Test Acc: 0.9839, Test Loss: 0.0208, Learning Rate: 0.000500
2026-01-07 00:30:56 | INFO | root | Epoch: 46, Train Loss: 0.0200, Val Acc: 0.9886, Val Loss: 0.0182, Test Acc: 0.9825, Test Loss: 0.0210, Learning Rate: 0.000500
2026-01-07 00:33:38 | INFO | root | Epoch: 47, Train Loss: 0.0207, Val Acc: 0.9881, Val Loss: 0.0185, Test Acc: 0.9822, Test Loss: 0.0224, Learning Rate: 0.000500
2026-01-07 00:36:17 | INFO | root | Epoch: 48, Train Loss: 0.0202, Val Acc: 0.9872, Val Loss: 0.0192, Test Acc: 0.9848, Test Loss: 0.0215, Learning Rate: 0.000500
2026-01-07 00:38:53 | INFO | root | Epoch: 49, Train Loss: 0.0205, Val Acc: 0.9905, Val Loss: 0.0203, Test Acc: 0.9865, Test Loss: 0.0223, Learning Rate: 0.000500
2026-01-07 00:41:32 | INFO | root | Epoch: 50, Train Loss: 0.0205, Val Acc: 0.9912, Val Loss: 0.0196, Test Acc: 0.9874, Test Loss: 0.0215, Learning Rate: 0.000500
2026-01-07 00:44:17 | INFO | root | Epoch: 51, Train Loss: 0.0200, Val Acc: 0.9876, Val Loss: 0.0193, Test Acc: 0.9838, Test Loss: 0.0212, Learning Rate: 0.000500
2026-01-07 00:46:57 | INFO | root | Epoch: 52, Train Loss: 0.0196, Val Acc: 0.9874, Val Loss: 0.0199, Test Acc: 0.9831, Test Loss: 0.0222, Learning Rate: 0.000500
2026-01-07 00:49:39 | INFO | root | Epoch: 53, Train Loss: 0.0204, Val Acc: 0.9879, Val Loss: 0.0206, Test Acc: 0.9857, Test Loss: 0.0231, Learning Rate: 0.000500
2026-01-07 00:52:27 | INFO | root | Epoch: 54, Train Loss: 0.0207, Val Acc: 0.9877, Val Loss: 0.0191, Test Acc: 0.9817, Test Loss: 0.0217, Learning Rate: 0.000500
2026-01-07 00:55:07 | INFO | root | Epoch: 55, Train Loss: 0.0191, Val Acc: 0.9876, Val Loss: 0.0203, Test Acc: 0.9829, Test Loss: 0.0206, Learning Rate: 0.000500
2026-01-07 00:57:48 | INFO | root | Epoch: 56, Train Loss: 0.0198, Val Acc: 0.9920, Val Loss: 0.0182, Test Acc: 0.9870, Test Loss: 0.0242, Learning Rate: 0.000500
2026-01-07 01:00:27 | INFO | root | Epoch: 57, Train Loss: 0.0201, Val Acc: 0.9882, Val Loss: 0.0184, Test Acc: 0.9831, Test Loss: 0.0215, Learning Rate: 0.000500
2026-01-07 01:03:14 | INFO | root | Epoch: 58, Train Loss: 0.0201, Val Acc: 0.9865, Val Loss: 0.0190, Test Acc: 0.9800, Test Loss: 0.0220, Learning Rate: 0.000500
2026-01-07 01:05:54 | INFO | root | Epoch: 59, Train Loss: 0.0195, Val Acc: 0.9907, Val Loss: 0.0196, Test Acc: 0.9867, Test Loss: 0.0218, Learning Rate: 0.000500
2026-01-07 01:08:37 | INFO | root | Epoch: 60, Train Loss: 0.0196, Val Acc: 0.9912, Val Loss: 0.0170, Test Acc: 0.9860, Test Loss: 0.0212, Learning Rate: 0.000500
2026-01-07 01:11:21 | INFO | root | Epoch: 61, Train Loss: 0.0202, Val Acc: 0.9877, Val Loss: 0.0196, Test Acc: 0.9808, Test Loss: 0.0216, Learning Rate: 0.000500
2026-01-07 01:14:02 | INFO | root | Epoch: 62, Train Loss: 0.0200, Val Acc: 0.9896, Val Loss: 0.0170, Test Acc: 0.9841, Test Loss: 0.0215, Learning Rate: 0.000500
2026-01-07 01:16:47 | INFO | root | Epoch: 63, Train Loss: 0.0194, Val Acc: 0.9915, Val Loss: 0.0167, Test Acc: 0.9851, Test Loss: 0.0211, Learning Rate: 0.000500
2026-01-07 01:19:25 | INFO | root | Epoch: 64, Train Loss: 0.0196, Val Acc: 0.9862, Val Loss: 0.0182, Test Acc: 0.9827, Test Loss: 0.0214, Learning Rate: 0.000500
2026-01-07 01:22:03 | INFO | root | Epoch: 65, Train Loss: 0.0196, Val Acc: 0.9869, Val Loss: 0.0187, Test Acc: 0.9812, Test Loss: 0.0208, Learning Rate: 0.000500
2026-01-07 01:24:43 | INFO | root | Epoch: 66, Train Loss: 0.0196, Val Acc: 0.9901, Val Loss: 0.0194, Test Acc: 0.9857, Test Loss: 0.0218, Learning Rate: 0.000500
2026-01-07 01:27:29 | INFO | root | Epoch: 67, Train Loss: 0.0195, Val Acc: 0.9884, Val Loss: 0.0199, Test Acc: 0.9841, Test Loss: 0.0219, Learning Rate: 0.000500
2026-01-07 01:30:09 | INFO | root | Epoch: 68, Train Loss: 0.0197, Val Acc: 0.9867, Val Loss: 0.0188, Test Acc: 0.9805, Test Loss: 0.0208, Learning Rate: 0.000500
2026-01-07 01:32:47 | INFO | root | Epoch: 69, Train Loss: 0.0192, Val Acc: 0.9879, Val Loss: 0.0190, Test Acc: 0.9827, Test Loss: 0.0227, Learning Rate: 0.000500
2026-01-07 01:35:29 | INFO | root | Epoch: 70, Train Loss: 0.0196, Val Acc: 0.9867, Val Loss: 0.0203, Test Acc: 0.9815, Test Loss: 0.0222, Learning Rate: 0.000500
2026-01-07 01:38:10 | INFO | root | Epoch: 71, Train Loss: 0.0195, Val Acc: 0.9881, Val Loss: 0.0195, Test Acc: 0.9857, Test Loss: 0.0219, Learning Rate: 0.000500
2026-01-07 01:40:48 | INFO | root | Epoch: 72, Train Loss: 0.0198, Val Acc: 0.9858, Val Loss: 0.0192, Test Acc: 0.9817, Test Loss: 0.0219, Learning Rate: 0.000500
2026-01-07 01:43:30 | INFO | root | Epoch: 73, Train Loss: 0.0193, Val Acc: 0.9881, Val Loss: 0.0188, Test Acc: 0.9851, Test Loss: 0.0216, Learning Rate: 0.000500
