2026-01-05 16:43:39 | INFO | root | Training m3cv with eegnet
2026-01-05 16:43:39 | INFO | root | Namespace(dataset='m3cv', model='eegnet', at_strategy='madry', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=2)
2026-01-05 16:43:39 | INFO | root | AT config | strategy: madry, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 16:43:39 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/m3cv_EA.
2026-01-05 16:44:11 | INFO | root | Dataset: m3cv, Sample_num: 57851, num_classes: 95
2026-01-05 16:44:11 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/kfold_split.
2026-01-05 16:44:11 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 16:44:12 | INFO | root | sample num in train set: 46280, sample num in test set: 11571
2026-01-05 16:44:12 | INFO | root | Model: eegnet, Parameter Num: 49248
2026-01-05 16:44:12 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/test_val_split_0.
2026-01-05 16:44:12 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 16:44:13 | INFO | root | sample num in train set: 46280, sample num in val set: 5785, sample num in test set: 5786
2026-01-05 17:05:38 | INFO | root | Epoch: 1, Train Loss: 4.4577, Val Acc: 0.2904, Val Loss: 3.1300, Test Acc: 0.2847, Test Loss: 3.1459, Learning Rate: 0.001000
2026-01-05 17:17:49 | INFO | root | Epoch: 2, Train Loss: 2.7941, Val Acc: 0.8112, Val Loss: 1.0320, Test Acc: 0.8121, Test Loss: 1.0400, Learning Rate: 0.001000
2026-01-05 17:30:41 | INFO | root | Epoch: 3, Train Loss: 2.0136, Val Acc: 0.8937, Val Loss: 0.6485, Test Acc: 0.8901, Test Loss: 0.6392, Learning Rate: 0.001000
2026-01-05 17:42:05 | INFO | root | Epoch: 4, Train Loss: 1.7453, Val Acc: 0.9193, Val Loss: 0.4964, Test Acc: 0.9203, Test Loss: 0.4832, Learning Rate: 0.001000
2026-01-05 17:49:23 | INFO | root | Epoch: 5, Train Loss: 1.5691, Val Acc: 0.9319, Val Loss: 0.4082, Test Acc: 0.9354, Test Loss: 0.3947, Learning Rate: 0.001000
2026-01-05 17:56:56 | INFO | root | Epoch: 6, Train Loss: 1.4386, Val Acc: 0.9426, Val Loss: 0.3477, Test Acc: 0.9402, Test Loss: 0.3357, Learning Rate: 0.001000
