2025-12-31 05:11:19 | INFO | root | Training thubenchmark with eegnet
2025-12-31 05:11:19 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', at_strategy='trades', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=1.0, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=0)
2025-12-31 05:11:19 | INFO | root | AT config | strategy: trades, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 1.0, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2025-12-31 05:11:19 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-31 05:11:20 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-12-31 05:11:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-31 05:11:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-31 05:11:20 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-12-31 05:11:20 | INFO | root | Model: eegnet, Parameter Num: 32208
2025-12-31 05:11:20 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-31 05:11:20 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-31 05:11:20 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-12-31 05:12:18 | INFO | root | Epoch: 1, Train Loss: 3.7334, Val Acc: 0.0845, Val Loss: 3.6390, Test Acc: 0.0750, Test Loss: 3.6443, Learning Rate: 0.001000
2025-12-31 05:13:15 | INFO | root | Epoch: 2, Train Loss: 3.4693, Val Acc: 0.5095, Val Loss: 2.9946, Test Acc: 0.4917, Test Loss: 3.0249, Learning Rate: 0.001000
2025-12-31 05:14:13 | INFO | root | Epoch: 3, Train Loss: 2.7355, Val Acc: 0.6857, Val Loss: 2.0724, Test Acc: 0.6821, Test Loss: 2.1014, Learning Rate: 0.001000
2025-12-31 05:15:10 | INFO | root | Epoch: 4, Train Loss: 2.1308, Val Acc: 0.7429, Val Loss: 1.6189, Test Acc: 0.7179, Test Loss: 1.6392, Learning Rate: 0.001000
2025-12-31 05:16:07 | INFO | root | Epoch: 5, Train Loss: 1.7965, Val Acc: 0.7929, Val Loss: 1.3175, Test Acc: 0.7774, Test Loss: 1.3442, Learning Rate: 0.001000
2025-12-31 05:17:04 | INFO | root | Epoch: 6, Train Loss: 1.5395, Val Acc: 0.8417, Val Loss: 1.0263, Test Acc: 0.8321, Test Loss: 1.0367, Learning Rate: 0.001000
2025-12-31 05:18:01 | INFO | root | Epoch: 7, Train Loss: 1.3561, Val Acc: 0.8667, Val Loss: 0.8973, Test Acc: 0.8452, Test Loss: 0.9119, Learning Rate: 0.001000
2025-12-31 05:18:58 | INFO | root | Epoch: 8, Train Loss: 1.2649, Val Acc: 0.8762, Val Loss: 0.8203, Test Acc: 0.8595, Test Loss: 0.8308, Learning Rate: 0.001000
2025-12-31 05:19:56 | INFO | root | Epoch: 9, Train Loss: 1.2127, Val Acc: 0.8869, Val Loss: 0.7578, Test Acc: 0.8798, Test Loss: 0.7756, Learning Rate: 0.001000
2025-12-31 05:20:53 | INFO | root | Epoch: 10, Train Loss: 1.1593, Val Acc: 0.8940, Val Loss: 0.7265, Test Acc: 0.8845, Test Loss: 0.7362, Learning Rate: 0.001000
2025-12-31 05:21:50 | INFO | root | Epoch: 11, Train Loss: 1.1240, Val Acc: 0.9024, Val Loss: 0.6901, Test Acc: 0.8833, Test Loss: 0.7077, Learning Rate: 0.001000
2025-12-31 05:22:47 | INFO | root | Epoch: 12, Train Loss: 1.0874, Val Acc: 0.9107, Val Loss: 0.6551, Test Acc: 0.8845, Test Loss: 0.6644, Learning Rate: 0.001000
2025-12-31 05:23:44 | INFO | root | Epoch: 13, Train Loss: 1.0575, Val Acc: 0.9083, Val Loss: 0.6270, Test Acc: 0.8917, Test Loss: 0.6396, Learning Rate: 0.001000
