2026-01-05 13:55:03 | INFO | root | Training bciciv2a with eegnet
2026-01-05 13:55:03 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', at_strategy='trades', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=1)
2026-01-05 13:55:03 | INFO | root | AT config | strategy: trades, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-05 13:55:03 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2026-01-05 13:55:05 | INFO | root | Dataset: bciciv2a, Sample_num: 5184, num_classes: 4
2026-01-05 13:55:05 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2026-01-05 13:55:05 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 13:55:05 | INFO | root | sample num in train set: 4147, sample num in test set: 1037
2026-01-05 13:55:06 | INFO | root | Model: eegnet, Parameter Num: 4912
2026-01-05 13:55:06 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2026-01-05 13:55:06 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-05 13:55:06 | INFO | root | sample num in train set: 4147, sample num in val set: 518, sample num in test set: 519
2026-01-05 13:58:47 | INFO | root | Epoch: 1, Train Loss: 1.4031, Val Acc: 0.3359, Val Loss: 1.3619, Test Acc: 0.3314, Test Loss: 1.3587, Learning Rate: 0.001000
2026-01-05 14:01:22 | INFO | root | Epoch: 2, Train Loss: 1.3324, Val Acc: 0.4614, Val Loss: 1.3044, Test Acc: 0.3911, Test Loss: 1.3014, Learning Rate: 0.001000
2026-01-05 14:02:53 | INFO | root | Epoch: 3, Train Loss: 1.2664, Val Acc: 0.4981, Val Loss: 1.2149, Test Acc: 0.4721, Test Loss: 1.2105, Learning Rate: 0.001000
2026-01-05 14:05:09 | INFO | root | Epoch: 4, Train Loss: 1.1994, Val Acc: 0.5367, Val Loss: 1.1448, Test Acc: 0.5279, Test Loss: 1.1344, Learning Rate: 0.001000
2026-01-05 14:07:48 | INFO | root | Epoch: 5, Train Loss: 1.1484, Val Acc: 0.5637, Val Loss: 1.0863, Test Acc: 0.5626, Test Loss: 1.0813, Learning Rate: 0.001000
2026-01-05 14:09:37 | INFO | root | Epoch: 6, Train Loss: 1.1063, Val Acc: 0.5598, Val Loss: 1.0412, Test Acc: 0.5703, Test Loss: 1.0399, Learning Rate: 0.001000
2026-01-05 14:12:29 | INFO | root | Epoch: 7, Train Loss: 1.0786, Val Acc: 0.5772, Val Loss: 1.0138, Test Acc: 0.5934, Test Loss: 1.0156, Learning Rate: 0.001000
2026-01-05 14:16:39 | INFO | root | Epoch: 8, Train Loss: 1.0534, Val Acc: 0.5849, Val Loss: 0.9931, Test Acc: 0.6108, Test Loss: 0.9970, Learning Rate: 0.001000
2026-01-05 14:20:51 | INFO | root | Epoch: 9, Train Loss: 1.0354, Val Acc: 0.6023, Val Loss: 0.9756, Test Acc: 0.6243, Test Loss: 0.9779, Learning Rate: 0.001000
2026-01-05 14:25:21 | INFO | root | Epoch: 10, Train Loss: 1.0268, Val Acc: 0.6236, Val Loss: 0.9513, Test Acc: 0.6397, Test Loss: 0.9644, Learning Rate: 0.001000
2026-01-05 14:28:24 | INFO | root | Epoch: 11, Train Loss: 1.0099, Val Acc: 0.6120, Val Loss: 0.9399, Test Acc: 0.6416, Test Loss: 0.9505, Learning Rate: 0.001000
2026-01-05 14:30:42 | INFO | root | Epoch: 12, Train Loss: 0.9973, Val Acc: 0.6255, Val Loss: 0.9265, Test Acc: 0.6474, Test Loss: 0.9342, Learning Rate: 0.001000
2026-01-05 14:34:03 | INFO | root | Epoch: 13, Train Loss: 0.9878, Val Acc: 0.6486, Val Loss: 0.9137, Test Acc: 0.6551, Test Loss: 0.9176, Learning Rate: 0.001000
2026-01-05 14:37:37 | INFO | root | Epoch: 14, Train Loss: 0.9752, Val Acc: 0.6467, Val Loss: 0.9008, Test Acc: 0.6724, Test Loss: 0.8996, Learning Rate: 0.001000
2026-01-05 14:40:33 | INFO | root | Epoch: 15, Train Loss: 0.9713, Val Acc: 0.6371, Val Loss: 0.8871, Test Acc: 0.6609, Test Loss: 0.8913, Learning Rate: 0.001000
2026-01-05 14:43:35 | INFO | root | Epoch: 16, Train Loss: 0.9565, Val Acc: 0.6602, Val Loss: 0.8657, Test Acc: 0.6840, Test Loss: 0.8695, Learning Rate: 0.001000
2026-01-05 14:47:34 | INFO | root | Epoch: 17, Train Loss: 0.9481, Val Acc: 0.6564, Val Loss: 0.8579, Test Acc: 0.6879, Test Loss: 0.8580, Learning Rate: 0.001000
2026-01-05 14:51:17 | INFO | root | Epoch: 18, Train Loss: 0.9306, Val Acc: 0.6622, Val Loss: 0.8425, Test Acc: 0.6898, Test Loss: 0.8412, Learning Rate: 0.001000
2026-01-05 14:53:01 | INFO | root | Epoch: 19, Train Loss: 0.9264, Val Acc: 0.6718, Val Loss: 0.8268, Test Acc: 0.6994, Test Loss: 0.8270, Learning Rate: 0.001000
2026-01-05 14:54:14 | INFO | root | Epoch: 20, Train Loss: 0.9205, Val Acc: 0.6718, Val Loss: 0.8171, Test Acc: 0.7129, Test Loss: 0.8169, Learning Rate: 0.001000
2026-01-05 14:55:28 | INFO | root | Epoch: 21, Train Loss: 0.9249, Val Acc: 0.6834, Val Loss: 0.8134, Test Acc: 0.7148, Test Loss: 0.8133, Learning Rate: 0.001000
2026-01-05 14:56:16 | INFO | root | Epoch: 22, Train Loss: 0.9188, Val Acc: 0.6892, Val Loss: 0.7996, Test Acc: 0.7033, Test Loss: 0.8131, Learning Rate: 0.001000
2026-01-05 14:58:12 | INFO | root | Epoch: 23, Train Loss: 0.9001, Val Acc: 0.6950, Val Loss: 0.7871, Test Acc: 0.6994, Test Loss: 0.8016, Learning Rate: 0.001000
2026-01-05 14:59:55 | INFO | root | Epoch: 24, Train Loss: 0.8969, Val Acc: 0.6988, Val Loss: 0.7894, Test Acc: 0.7245, Test Loss: 0.7923, Learning Rate: 0.001000
2026-01-05 15:01:31 | INFO | root | Epoch: 25, Train Loss: 0.8984, Val Acc: 0.7046, Val Loss: 0.7791, Test Acc: 0.7091, Test Loss: 0.7924, Learning Rate: 0.001000
2026-01-05 15:03:22 | INFO | root | Epoch: 26, Train Loss: 0.8868, Val Acc: 0.7027, Val Loss: 0.7759, Test Acc: 0.7033, Test Loss: 0.7861, Learning Rate: 0.001000
2026-01-05 15:05:38 | INFO | root | Epoch: 27, Train Loss: 0.8783, Val Acc: 0.7085, Val Loss: 0.7671, Test Acc: 0.7187, Test Loss: 0.7783, Learning Rate: 0.001000
2026-01-05 15:07:15 | INFO | root | Epoch: 28, Train Loss: 0.8783, Val Acc: 0.6988, Val Loss: 0.7652, Test Acc: 0.7206, Test Loss: 0.7752, Learning Rate: 0.001000
2026-01-05 15:08:23 | INFO | root | Epoch: 29, Train Loss: 0.8762, Val Acc: 0.7162, Val Loss: 0.7513, Test Acc: 0.7168, Test Loss: 0.7585, Learning Rate: 0.001000
2026-01-05 15:09:47 | INFO | root | Epoch: 30, Train Loss: 0.8626, Val Acc: 0.7124, Val Loss: 0.7463, Test Acc: 0.7187, Test Loss: 0.7635, Learning Rate: 0.001000
2026-01-05 15:10:50 | INFO | root | Epoch: 31, Train Loss: 0.8664, Val Acc: 0.7201, Val Loss: 0.7451, Test Acc: 0.7206, Test Loss: 0.7615, Learning Rate: 0.001000
2026-01-05 15:11:41 | INFO | root | Epoch: 32, Train Loss: 0.8562, Val Acc: 0.7239, Val Loss: 0.7340, Test Acc: 0.7283, Test Loss: 0.7526, Learning Rate: 0.001000
2026-01-05 15:12:39 | INFO | root | Epoch: 33, Train Loss: 0.8570, Val Acc: 0.7085, Val Loss: 0.7351, Test Acc: 0.7399, Test Loss: 0.7500, Learning Rate: 0.001000
2026-01-05 15:13:30 | INFO | root | Epoch: 34, Train Loss: 0.8538, Val Acc: 0.7317, Val Loss: 0.7252, Test Acc: 0.7360, Test Loss: 0.7470, Learning Rate: 0.001000
2026-01-05 15:14:42 | INFO | root | Epoch: 35, Train Loss: 0.8578, Val Acc: 0.7259, Val Loss: 0.7276, Test Acc: 0.7418, Test Loss: 0.7447, Learning Rate: 0.001000
2026-01-05 15:15:36 | INFO | root | Epoch: 36, Train Loss: 0.8490, Val Acc: 0.7162, Val Loss: 0.7165, Test Acc: 0.7283, Test Loss: 0.7376, Learning Rate: 0.001000
2026-01-05 15:16:01 | INFO | root | Epoch: 37, Train Loss: 0.8459, Val Acc: 0.7317, Val Loss: 0.7123, Test Acc: 0.7360, Test Loss: 0.7401, Learning Rate: 0.001000
2026-01-05 15:16:25 | INFO | root | Epoch: 38, Train Loss: 0.8311, Val Acc: 0.7297, Val Loss: 0.7110, Test Acc: 0.7380, Test Loss: 0.7337, Learning Rate: 0.001000
2026-01-05 15:16:53 | INFO | root | Epoch: 39, Train Loss: 0.8370, Val Acc: 0.7297, Val Loss: 0.7012, Test Acc: 0.7418, Test Loss: 0.7301, Learning Rate: 0.001000
2026-01-05 15:17:22 | INFO | root | Epoch: 40, Train Loss: 0.8404, Val Acc: 0.7355, Val Loss: 0.7022, Test Acc: 0.7264, Test Loss: 0.7302, Learning Rate: 0.001000
2026-01-05 15:17:45 | INFO | root | Epoch: 41, Train Loss: 0.8266, Val Acc: 0.7297, Val Loss: 0.7022, Test Acc: 0.7303, Test Loss: 0.7310, Learning Rate: 0.001000
2026-01-05 15:18:07 | INFO | root | Epoch: 42, Train Loss: 0.8367, Val Acc: 0.7336, Val Loss: 0.6973, Test Acc: 0.7322, Test Loss: 0.7246, Learning Rate: 0.001000
2026-01-05 15:18:34 | INFO | root | Epoch: 43, Train Loss: 0.8355, Val Acc: 0.7432, Val Loss: 0.6979, Test Acc: 0.7206, Test Loss: 0.7228, Learning Rate: 0.001000
2026-01-05 15:18:56 | INFO | root | Epoch: 44, Train Loss: 0.8386, Val Acc: 0.7452, Val Loss: 0.6929, Test Acc: 0.7283, Test Loss: 0.7264, Learning Rate: 0.001000
2026-01-05 15:19:24 | INFO | root | Epoch: 45, Train Loss: 0.8358, Val Acc: 0.7413, Val Loss: 0.6912, Test Acc: 0.7283, Test Loss: 0.7236, Learning Rate: 0.001000
2026-01-05 15:19:51 | INFO | root | Epoch: 46, Train Loss: 0.8240, Val Acc: 0.7355, Val Loss: 0.6867, Test Acc: 0.7322, Test Loss: 0.7183, Learning Rate: 0.001000
2026-01-05 15:20:11 | INFO | root | Epoch: 47, Train Loss: 0.8143, Val Acc: 0.7355, Val Loss: 0.6887, Test Acc: 0.7322, Test Loss: 0.7176, Learning Rate: 0.001000
2026-01-05 15:20:34 | INFO | root | Epoch: 48, Train Loss: 0.8224, Val Acc: 0.7413, Val Loss: 0.6782, Test Acc: 0.7283, Test Loss: 0.7163, Learning Rate: 0.001000
2026-01-05 15:20:58 | INFO | root | Epoch: 49, Train Loss: 0.8138, Val Acc: 0.7413, Val Loss: 0.6843, Test Acc: 0.7322, Test Loss: 0.7207, Learning Rate: 0.001000
2026-01-05 15:21:27 | INFO | root | Epoch: 50, Train Loss: 0.8185, Val Acc: 0.7259, Val Loss: 0.6859, Test Acc: 0.7225, Test Loss: 0.7203, Learning Rate: 0.001000
2026-01-05 15:21:51 | INFO | root | Epoch: 51, Train Loss: 0.8174, Val Acc: 0.7432, Val Loss: 0.6746, Test Acc: 0.7283, Test Loss: 0.7087, Learning Rate: 0.001000
2026-01-05 15:22:13 | INFO | root | Epoch: 52, Train Loss: 0.8061, Val Acc: 0.7432, Val Loss: 0.6738, Test Acc: 0.7418, Test Loss: 0.7080, Learning Rate: 0.001000
2026-01-05 15:22:37 | INFO | root | Epoch: 53, Train Loss: 0.8175, Val Acc: 0.7490, Val Loss: 0.6765, Test Acc: 0.7322, Test Loss: 0.7099, Learning Rate: 0.001000
