2025-11-26 15:48:05 | INFO | root | Training thubenchmark with tsception
2025-11-26 15:48:05 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.001, weight_decay=0.0001, patience=20, seed=42, gpu_id=0)
2025-11-26 15:48:05 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-26 15:48:06 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-26 15:48:06 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-26 15:48:06 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 15:48:06 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-26 15:48:06 | INFO | root | Model: tsception, Parameter Num: 100584
2025-11-26 15:48:06 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-26 15:48:06 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 15:48:06 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-26 15:48:20 | INFO | root | Epoch: 1, Train Loss: 3.5755, Val Acc: 0.1357, Val Loss: 3.2081, Test Acc: 0.1250, Test Loss: 3.2370, Learning Rate: 0.001000
2025-11-26 15:48:32 | INFO | root | Epoch: 2, Train Loss: 2.9154, Val Acc: 0.2024, Val Loss: 2.5090, Test Acc: 0.2083, Test Loss: 2.5507, Learning Rate: 0.001000
2025-11-26 15:48:45 | INFO | root | Epoch: 3, Train Loss: 2.4807, Val Acc: 0.2917, Val Loss: 2.2500, Test Acc: 0.2679, Test Loss: 2.3012, Learning Rate: 0.001000
2025-11-26 15:48:58 | INFO | root | Epoch: 4, Train Loss: 2.3030, Val Acc: 0.3464, Val Loss: 2.0953, Test Acc: 0.3607, Test Loss: 2.1316, Learning Rate: 0.001000
2025-11-26 15:49:11 | INFO | root | Epoch: 5, Train Loss: 2.1785, Val Acc: 0.3083, Val Loss: 2.0362, Test Acc: 0.3167, Test Loss: 2.0850, Learning Rate: 0.001000
2025-11-26 15:49:24 | INFO | root | Epoch: 6, Train Loss: 2.1137, Val Acc: 0.3738, Val Loss: 1.9772, Test Acc: 0.3583, Test Loss: 2.0194, Learning Rate: 0.001000
2025-11-26 15:49:36 | INFO | root | Epoch: 7, Train Loss: 2.0493, Val Acc: 0.3595, Val Loss: 1.9159, Test Acc: 0.3560, Test Loss: 1.9601, Learning Rate: 0.001000
2025-11-26 15:49:49 | INFO | root | Epoch: 8, Train Loss: 2.0194, Val Acc: 0.4071, Val Loss: 1.8958, Test Acc: 0.4250, Test Loss: 1.9369, Learning Rate: 0.001000
2025-11-26 15:50:02 | INFO | root | Epoch: 9, Train Loss: 1.9846, Val Acc: 0.3345, Val Loss: 1.9230, Test Acc: 0.3095, Test Loss: 1.9673, Learning Rate: 0.001000
2025-11-26 15:50:15 | INFO | root | Epoch: 10, Train Loss: 1.9668, Val Acc: 0.3000, Val Loss: 1.9111, Test Acc: 0.2750, Test Loss: 1.9730, Learning Rate: 0.001000
2025-11-26 15:50:28 | INFO | root | Epoch: 11, Train Loss: 1.9393, Val Acc: 0.3321, Val Loss: 1.9050, Test Acc: 0.2988, Test Loss: 1.9513, Learning Rate: 0.001000
2025-11-26 15:50:40 | INFO | root | Epoch: 12, Train Loss: 1.9270, Val Acc: 0.3429, Val Loss: 1.8539, Test Acc: 0.3167, Test Loss: 1.9196, Learning Rate: 0.001000
2025-11-26 15:50:53 | INFO | root | Epoch: 13, Train Loss: 1.9125, Val Acc: 0.4083, Val Loss: 1.8332, Test Acc: 0.3821, Test Loss: 1.8870, Learning Rate: 0.001000
