2025-11-27 09:26:37 | INFO | root | Training thubenchmark with conformer
2025-11-27 09:26:37 | INFO | root | Namespace(dataset='thubenchmark', model='conformer', epochs=400, batch_size=128, lr=0.001, weight_decay=0.1, patience=20, seed=42, gpu_id=0)
2025-11-27 09:26:37 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 09:26:38 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 09:26:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 09:26:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 09:26:38 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 09:26:38 | INFO | root | Model: conformer, Parameter Num: 1195880
2025-11-27 09:26:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 09:26:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 09:26:38 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 09:27:01 | INFO | root | Epoch: 1, Train Loss: 3.7708, Val Acc: 0.0286, Val Loss: 3.7140, Test Acc: 0.0274, Test Loss: 3.7105, Learning Rate: 0.001000
2025-11-27 09:27:25 | INFO | root | Epoch: 2, Train Loss: 3.7636, Val Acc: 0.0226, Val Loss: 3.7162, Test Acc: 0.0226, Test Loss: 3.7171, Learning Rate: 0.001000
2025-11-27 09:27:48 | INFO | root | Epoch: 3, Train Loss: 3.7449, Val Acc: 0.0274, Val Loss: 3.7389, Test Acc: 0.0238, Test Loss: 3.7401, Learning Rate: 0.001000
2025-11-27 09:28:11 | INFO | root | Epoch: 4, Train Loss: 3.7263, Val Acc: 0.0381, Val Loss: 3.7379, Test Acc: 0.0381, Test Loss: 3.7566, Learning Rate: 0.001000
2025-11-27 09:28:34 | INFO | root | Epoch: 5, Train Loss: 3.6617, Val Acc: 0.0440, Val Loss: 3.3540, Test Acc: 0.0690, Test Loss: 3.3130, Learning Rate: 0.001000
2025-11-27 09:28:57 | INFO | root | Epoch: 6, Train Loss: 3.2481, Val Acc: 0.4905, Val Loss: 2.1786, Test Acc: 0.4500, Test Loss: 2.3034, Learning Rate: 0.001000
2025-11-27 09:29:20 | INFO | root | Epoch: 7, Train Loss: 2.3667, Val Acc: 0.7286, Val Loss: 1.0368, Test Acc: 0.7286, Test Loss: 1.1364, Learning Rate: 0.001000
2025-11-27 09:29:43 | INFO | root | Epoch: 8, Train Loss: 1.7690, Val Acc: 0.8405, Val Loss: 0.6904, Test Acc: 0.8095, Test Loss: 0.7598, Learning Rate: 0.001000
2025-11-27 09:30:06 | INFO | root | Epoch: 9, Train Loss: 1.3621, Val Acc: 0.8750, Val Loss: 0.5009, Test Acc: 0.8702, Test Loss: 0.5469, Learning Rate: 0.001000
2025-11-27 09:30:29 | INFO | root | Epoch: 10, Train Loss: 1.1171, Val Acc: 0.8964, Val Loss: 0.3843, Test Acc: 0.8869, Test Loss: 0.4373, Learning Rate: 0.001000
2025-11-27 09:30:53 | INFO | root | Epoch: 11, Train Loss: 0.9771, Val Acc: 0.9155, Val Loss: 0.3200, Test Acc: 0.8976, Test Loss: 0.3770, Learning Rate: 0.001000
2025-11-27 09:31:16 | INFO | root | Epoch: 12, Train Loss: 0.8002, Val Acc: 0.9238, Val Loss: 0.2840, Test Acc: 0.9095, Test Loss: 0.3334, Learning Rate: 0.001000
2025-11-27 09:31:39 | INFO | root | Epoch: 13, Train Loss: 0.7604, Val Acc: 0.9357, Val Loss: 0.2633, Test Acc: 0.9190, Test Loss: 0.3357, Learning Rate: 0.001000
2025-11-27 09:32:02 | INFO | root | Epoch: 14, Train Loss: 0.6870, Val Acc: 0.9238, Val Loss: 0.2770, Test Acc: 0.9083, Test Loss: 0.3489, Learning Rate: 0.001000
2025-11-27 09:32:25 | INFO | root | Epoch: 15, Train Loss: 0.6397, Val Acc: 0.9357, Val Loss: 0.2500, Test Acc: 0.9214, Test Loss: 0.3054, Learning Rate: 0.001000
2025-11-27 09:32:48 | INFO | root | Epoch: 16, Train Loss: 0.5761, Val Acc: 0.9321, Val Loss: 0.2379, Test Acc: 0.9167, Test Loss: 0.3479, Learning Rate: 0.001000
2025-11-27 09:33:11 | INFO | root | Epoch: 17, Train Loss: 0.5652, Val Acc: 0.9310, Val Loss: 0.2309, Test Acc: 0.9238, Test Loss: 0.3100, Learning Rate: 0.001000
2025-11-27 09:33:34 | INFO | root | Epoch: 18, Train Loss: 0.5137, Val Acc: 0.9262, Val Loss: 0.2153, Test Acc: 0.9274, Test Loss: 0.3058, Learning Rate: 0.001000
2025-11-27 09:33:57 | INFO | root | Epoch: 19, Train Loss: 0.4781, Val Acc: 0.9476, Val Loss: 0.1961, Test Acc: 0.9286, Test Loss: 0.3089, Learning Rate: 0.001000
2025-11-27 09:34:21 | INFO | root | Epoch: 20, Train Loss: 0.4690, Val Acc: 0.9452, Val Loss: 0.1911, Test Acc: 0.9345, Test Loss: 0.2959, Learning Rate: 0.001000
2025-11-27 09:34:44 | INFO | root | Epoch: 21, Train Loss: 0.4523, Val Acc: 0.9405, Val Loss: 0.2308, Test Acc: 0.9083, Test Loss: 0.3713, Learning Rate: 0.001000
2025-11-27 09:35:07 | INFO | root | Epoch: 22, Train Loss: 0.4301, Val Acc: 0.9524, Val Loss: 0.2046, Test Acc: 0.9369, Test Loss: 0.3020, Learning Rate: 0.001000
2025-11-27 09:35:30 | INFO | root | Epoch: 23, Train Loss: 0.4257, Val Acc: 0.9548, Val Loss: 0.1962, Test Acc: 0.9321, Test Loss: 0.3288, Learning Rate: 0.001000
2025-11-27 09:35:53 | INFO | root | Epoch: 24, Train Loss: 0.4142, Val Acc: 0.9405, Val Loss: 0.2180, Test Acc: 0.9429, Test Loss: 0.3016, Learning Rate: 0.001000
2025-11-27 09:36:16 | INFO | root | Epoch: 25, Train Loss: 0.3758, Val Acc: 0.9464, Val Loss: 0.1971, Test Acc: 0.9333, Test Loss: 0.2963, Learning Rate: 0.001000
2025-11-27 09:36:39 | INFO | root | Epoch: 26, Train Loss: 0.3694, Val Acc: 0.9524, Val Loss: 0.1887, Test Acc: 0.9333, Test Loss: 0.3238, Learning Rate: 0.001000
2025-11-27 09:37:03 | INFO | root | Epoch: 27, Train Loss: 0.3675, Val Acc: 0.9476, Val Loss: 0.1841, Test Acc: 0.9333, Test Loss: 0.3317, Learning Rate: 0.001000
2025-11-27 09:37:26 | INFO | root | Epoch: 28, Train Loss: 0.3538, Val Acc: 0.9452, Val Loss: 0.2058, Test Acc: 0.9417, Test Loss: 0.2948, Learning Rate: 0.001000
2025-11-27 09:37:49 | INFO | root | Epoch: 29, Train Loss: 0.3568, Val Acc: 0.9488, Val Loss: 0.1646, Test Acc: 0.9357, Test Loss: 0.3179, Learning Rate: 0.001000
2025-11-27 09:38:12 | INFO | root | Epoch: 30, Train Loss: 0.3439, Val Acc: 0.9536, Val Loss: 0.1551, Test Acc: 0.9333, Test Loss: 0.2759, Learning Rate: 0.001000
2025-11-27 09:38:35 | INFO | root | Epoch: 31, Train Loss: 0.3505, Val Acc: 0.9429, Val Loss: 0.1898, Test Acc: 0.9286, Test Loss: 0.3207, Learning Rate: 0.001000
2025-11-27 09:38:58 | INFO | root | Epoch: 32, Train Loss: 0.3137, Val Acc: 0.9512, Val Loss: 0.1799, Test Acc: 0.9417, Test Loss: 0.2676, Learning Rate: 0.001000
2025-11-27 09:39:21 | INFO | root | Epoch: 33, Train Loss: 0.3224, Val Acc: 0.9417, Val Loss: 0.2753, Test Acc: 0.9357, Test Loss: 0.3753, Learning Rate: 0.001000
2025-11-27 09:39:44 | INFO | root | Epoch: 34, Train Loss: 0.3052, Val Acc: 0.9429, Val Loss: 0.2261, Test Acc: 0.9310, Test Loss: 0.3386, Learning Rate: 0.001000
2025-11-27 09:40:08 | INFO | root | Epoch: 35, Train Loss: 0.3150, Val Acc: 0.9512, Val Loss: 0.1789, Test Acc: 0.9417, Test Loss: 0.2778, Learning Rate: 0.001000
2025-11-27 09:40:31 | INFO | root | Epoch: 36, Train Loss: 0.2969, Val Acc: 0.9500, Val Loss: 0.2252, Test Acc: 0.9357, Test Loss: 0.3431, Learning Rate: 0.001000
2025-11-27 09:40:54 | INFO | root | Epoch: 37, Train Loss: 0.2870, Val Acc: 0.9560, Val Loss: 0.2087, Test Acc: 0.9417, Test Loss: 0.2966, Learning Rate: 0.001000
2025-11-27 09:41:17 | INFO | root | Epoch: 38, Train Loss: 0.2804, Val Acc: 0.9524, Val Loss: 0.2205, Test Acc: 0.9369, Test Loss: 0.3355, Learning Rate: 0.001000
2025-11-27 09:41:40 | INFO | root | Epoch: 39, Train Loss: 0.2868, Val Acc: 0.9536, Val Loss: 0.1810, Test Acc: 0.9357, Test Loss: 0.3182, Learning Rate: 0.001000
