2025-11-27 19:36:56 | INFO | root | Training thubenchmark with eegnet
2025-11-27 19:36:56 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', epochs=400, batch_size=128, lr=0.001, weight_decay=1e-05, patience=20, seed=42, gpu_id=0)
2025-11-27 19:36:56 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 19:36:59 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 19:36:59 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 19:36:59 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 19:36:59 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 19:37:00 | INFO | root | Model: eegnet, Parameter Num: 32208
2025-11-27 19:37:00 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 19:37:00 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 19:37:00 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 19:37:15 | INFO | root | Epoch: 1, Train Loss: 3.6962, Val Acc: 0.0893, Val Loss: 3.6799, Test Acc: 0.1107, Test Loss: 3.6797, Learning Rate: 0.001000
2025-11-27 19:37:27 | INFO | root | Epoch: 2, Train Loss: 3.4558, Val Acc: 0.5071, Val Loss: 3.3781, Test Acc: 0.5107, Test Loss: 3.3763, Learning Rate: 0.001000
2025-11-27 19:37:45 | INFO | root | Epoch: 3, Train Loss: 2.4228, Val Acc: 0.6131, Val Loss: 2.4142, Test Acc: 0.5952, Test Loss: 2.4211, Learning Rate: 0.001000
2025-11-27 19:38:08 | INFO | root | Epoch: 4, Train Loss: 1.5619, Val Acc: 0.6655, Val Loss: 1.7858, Test Acc: 0.6440, Test Loss: 1.8037, Learning Rate: 0.001000
2025-11-27 19:39:10 | INFO | root | Epoch: 5, Train Loss: 1.2008, Val Acc: 0.7393, Val Loss: 1.3171, Test Acc: 0.7452, Test Loss: 1.3193, Learning Rate: 0.001000
2025-11-27 19:40:10 | INFO | root | Epoch: 6, Train Loss: 0.9927, Val Acc: 0.7881, Val Loss: 1.0378, Test Acc: 0.7738, Test Loss: 1.0357, Learning Rate: 0.001000
