2025-10-21 12:17:47 | INFO | root | Attacking autoattack on m3cv with eegnet
2025-10-21 12:17:47 | INFO | root | Namespace(dataset='m3cv', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0)
2025-10-21 12:17:47 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/m3cv_EA.
2025-10-21 12:17:53 | INFO | root | Dataset: m3cv
2025-10-21 12:17:53 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/kfold_split.
2025-10-21 12:17:53 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-10-21 12:17:53 | INFO | root | Model: eegnet, fold: 0
2025-10-21 12:17:53 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/test_val_split_0.
2025-10-21 12:17:53 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-10-21 12:17:53 | INFO | root | Sample num in test set: 5786
2025-10-21 12:17:53 | INFO | root | test dataset size: 5786
2025-10-21 12:18:05 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 1/181
2025-10-21 12:18:16 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 2/181
2025-10-21 12:18:26 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 3/181
2025-10-21 12:18:43 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 4/181
2025-10-21 12:18:54 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 5/181
2025-10-21 12:19:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 6/181
2025-10-21 12:19:17 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 7/181
2025-10-21 12:19:28 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 8/181
2025-10-21 12:19:38 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 9/181
2025-10-21 12:19:48 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 10/181
2025-10-21 12:19:58 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 11/181
2025-10-21 12:20:08 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 12/181
2025-10-21 12:20:20 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 13/181
2025-10-21 12:20:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 14/181
2025-10-21 12:20:42 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 15/181
2025-10-21 12:20:53 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 16/181
2025-10-21 12:21:04 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 17/181
2025-10-21 12:21:15 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 18/181
2025-10-21 12:21:26 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 19/181
2025-10-21 12:21:36 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 20/181
2025-10-21 12:21:47 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 21/181
2025-10-21 12:21:58 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 22/181
2025-10-21 12:22:08 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 23/181
2025-10-21 12:22:22 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 24/181
2025-10-21 12:22:33 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 25/181
2025-10-21 12:22:46 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 26/181
2025-10-21 12:22:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 27/181
2025-10-21 12:23:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 28/181
2025-10-21 12:23:24 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 29/181
2025-10-21 12:23:35 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 30/181
2025-10-21 12:23:46 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 31/181
2025-10-21 12:23:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 32/181
2025-10-21 12:24:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 33/181
2025-10-21 12:24:19 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 34/181
2025-10-21 12:24:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 35/181
2025-10-21 12:24:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 36/181
2025-10-21 12:24:55 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 37/181
2025-10-21 12:25:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 38/181
2025-10-21 12:25:18 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 39/181
2025-10-21 12:25:28 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 40/181
2025-10-21 12:25:40 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 41/181
2025-10-21 12:25:50 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 42/181
2025-10-21 12:26:01 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 43/181
2025-10-21 12:26:15 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 44/181
2025-10-21 12:26:26 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 45/181
2025-10-21 12:26:36 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 46/181
2025-10-21 12:26:48 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 47/181
2025-10-21 12:27:00 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 48/181
2025-10-21 12:27:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 49/181
2025-10-21 12:27:23 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 50/181
2025-10-21 12:27:34 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 51/181
2025-10-21 12:27:48 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 52/181
2025-10-21 12:27:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 53/181
2025-10-21 12:28:09 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 54/181
2025-10-21 12:28:19 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 55/181
2025-10-21 12:28:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 56/181
2025-10-21 12:28:42 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 57/181
2025-10-21 12:28:54 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 58/181
2025-10-21 12:29:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 59/181
2025-10-21 12:29:18 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 60/181
2025-10-21 12:29:34 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 61/181
2025-10-21 12:29:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 62/181
2025-10-21 12:29:56 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 63/181
2025-10-21 12:30:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 64/181
2025-10-21 12:30:21 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 65/181
2025-10-21 12:30:34 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 66/181
2025-10-21 12:30:46 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 67/181
2025-10-21 12:31:01 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 68/181
2025-10-21 12:31:12 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 69/181
2025-10-21 12:31:22 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 70/181
2025-10-21 12:31:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 71/181
2025-10-21 12:31:41 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 72/181
2025-10-21 12:31:51 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 73/181
2025-10-21 12:32:03 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 74/181
2025-10-21 12:32:14 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 75/181
2025-10-21 12:32:28 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 76/181
2025-10-21 12:32:38 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 77/181
2025-10-21 12:32:50 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 78/181
2025-10-21 12:33:00 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 79/181
2025-10-21 12:33:10 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 80/181
2025-10-21 12:33:21 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 81/181
2025-10-21 12:33:33 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 82/181
2025-10-21 12:33:44 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 83/181
2025-10-21 12:33:54 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 84/181
2025-10-21 12:34:04 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 85/181
2025-10-21 12:34:19 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 86/181
2025-10-21 12:34:29 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 87/181
2025-10-21 12:34:41 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 88/181
2025-10-21 12:34:51 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 89/181
2025-10-21 12:35:01 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 90/181
2025-10-21 12:35:12 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 91/181
2025-10-21 12:35:22 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 92/181
2025-10-21 12:35:33 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 93/181
2025-10-21 12:35:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 94/181
2025-10-21 12:35:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 95/181
2025-10-21 12:36:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 96/181
2025-10-21 12:36:20 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 97/181
2025-10-21 12:36:36 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 98/181
2025-10-21 12:36:49 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 99/181
2025-10-21 12:36:59 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 100/181
2025-10-21 12:37:09 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 101/181
2025-10-21 12:37:19 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 102/181
2025-10-21 12:37:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 103/181
2025-10-21 12:37:41 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 104/181
2025-10-21 12:37:54 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 105/181
2025-10-21 12:38:04 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 106/181
2025-10-21 12:38:15 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 107/181
2025-10-21 12:38:27 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 108/181
2025-10-21 12:38:39 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 109/181
2025-10-21 12:38:51 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 110/181
2025-10-21 12:39:02 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 111/181
2025-10-21 12:39:12 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 112/181
2025-10-21 12:39:22 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 113/181
2025-10-21 12:39:35 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 114/181
2025-10-21 12:39:46 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 115/181
2025-10-21 12:39:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 116/181
2025-10-21 12:40:10 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 117/181
2025-10-21 12:40:21 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 118/181
2025-10-21 12:40:32 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 119/181
2025-10-21 12:40:44 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 120/181
2025-10-21 12:40:59 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 121/181
2025-10-21 12:41:08 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 122/181
2025-10-21 12:41:20 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 123/181
2025-10-21 12:41:30 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 124/181
2025-10-21 12:41:41 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 125/181
2025-10-21 12:41:53 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 126/181
2025-10-21 12:42:05 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 127/181
2025-10-21 12:42:15 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 128/181
2025-10-21 12:42:25 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 129/181
2025-10-21 12:42:36 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 130/181
2025-10-21 12:42:49 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 131/181
2025-10-21 12:43:00 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 132/181
2025-10-21 12:43:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 133/181
2025-10-21 12:43:23 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 134/181
2025-10-21 12:43:34 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 135/181
2025-10-21 12:43:48 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 136/181
2025-10-21 12:43:59 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 137/181
2025-10-21 12:44:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 138/181
2025-10-21 12:44:21 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 139/181
2025-10-21 12:44:32 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 140/181
2025-10-21 12:44:44 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 141/181
2025-10-21 12:44:54 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 142/181
2025-10-21 12:45:03 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 143/181
2025-10-21 12:45:14 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 144/181
2025-10-21 12:45:24 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 145/181
2025-10-21 12:45:35 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 146/181
2025-10-21 12:45:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 147/181
2025-10-21 12:45:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 148/181
2025-10-21 12:46:09 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 149/181
2025-10-21 12:46:17 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 150/181
2025-10-21 12:46:28 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 151/181
2025-10-21 12:46:38 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 152/181
2025-10-21 12:46:50 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 153/181
2025-10-21 12:47:00 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 154/181
2025-10-21 12:47:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 155/181
