2025-11-28 14:18:00 | INFO | root | Training thubenchmark with tsception
2025-11-28 14:18:00 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.0001, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-28 14:18:00 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 14:18:04 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-28 14:18:04 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 14:18:04 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 14:18:04 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-28 14:18:04 | INFO | root | Model: tsception, Parameter Num: 100584
2025-11-28 14:18:04 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 14:18:04 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 14:18:04 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-28 14:18:25 | INFO | root | Epoch: 1, Train Loss: 3.6909, Val Acc: 0.0429, Val Loss: 3.6793, Test Acc: 0.0321, Test Loss: 3.6849, Learning Rate: 0.000100
2025-11-28 14:18:44 | INFO | root | Epoch: 2, Train Loss: 3.6695, Val Acc: 0.0560, Val Loss: 3.6545, Test Acc: 0.0440, Test Loss: 3.6625, Learning Rate: 0.000100
2025-11-28 14:19:02 | INFO | root | Epoch: 3, Train Loss: 3.6317, Val Acc: 0.0762, Val Loss: 3.5953, Test Acc: 0.0405, Test Loss: 3.6073, Learning Rate: 0.000100
2025-11-28 14:19:22 | INFO | root | Epoch: 4, Train Loss: 3.5604, Val Acc: 0.0976, Val Loss: 3.4961, Test Acc: 0.0702, Test Loss: 3.5127, Learning Rate: 0.000100
2025-11-28 14:19:41 | INFO | root | Epoch: 5, Train Loss: 3.4589, Val Acc: 0.1095, Val Loss: 3.3697, Test Acc: 0.0917, Test Loss: 3.3887, Learning Rate: 0.000100
2025-11-28 14:20:00 | INFO | root | Epoch: 6, Train Loss: 3.3511, Val Acc: 0.1226, Val Loss: 3.2373, Test Acc: 0.1024, Test Loss: 3.2590, Learning Rate: 0.000100
2025-11-28 14:20:19 | INFO | root | Epoch: 7, Train Loss: 3.2337, Val Acc: 0.1429, Val Loss: 3.1152, Test Acc: 0.1262, Test Loss: 3.1389, Learning Rate: 0.000100
2025-11-28 14:20:39 | INFO | root | Epoch: 8, Train Loss: 3.1286, Val Acc: 0.1524, Val Loss: 2.9976, Test Acc: 0.1417, Test Loss: 3.0206, Learning Rate: 0.000100
2025-11-28 14:20:58 | INFO | root | Epoch: 9, Train Loss: 3.0232, Val Acc: 0.1702, Val Loss: 2.8864, Test Acc: 0.1571, Test Loss: 2.9100, Learning Rate: 0.000100
2025-11-28 14:21:17 | INFO | root | Epoch: 10, Train Loss: 2.9391, Val Acc: 0.1893, Val Loss: 2.7935, Test Acc: 0.1762, Test Loss: 2.8158, Learning Rate: 0.000100
2025-11-28 14:21:36 | INFO | root | Epoch: 11, Train Loss: 2.8399, Val Acc: 0.1940, Val Loss: 2.7063, Test Acc: 0.1845, Test Loss: 2.7303, Learning Rate: 0.000100
2025-11-28 14:21:55 | INFO | root | Epoch: 12, Train Loss: 2.7683, Val Acc: 0.2155, Val Loss: 2.6276, Test Acc: 0.1929, Test Loss: 2.6521, Learning Rate: 0.000100
2025-11-28 14:22:15 | INFO | root | Epoch: 13, Train Loss: 2.7084, Val Acc: 0.2405, Val Loss: 2.5603, Test Acc: 0.2238, Test Loss: 2.5826, Learning Rate: 0.000100
2025-11-28 14:22:34 | INFO | root | Epoch: 14, Train Loss: 2.6493, Val Acc: 0.2571, Val Loss: 2.4980, Test Acc: 0.2500, Test Loss: 2.5207, Learning Rate: 0.000100
2025-11-28 14:22:54 | INFO | root | Epoch: 15, Train Loss: 2.5982, Val Acc: 0.2774, Val Loss: 2.4389, Test Acc: 0.2512, Test Loss: 2.4585, Learning Rate: 0.000100
2025-11-28 14:23:13 | INFO | root | Epoch: 16, Train Loss: 2.5484, Val Acc: 0.2881, Val Loss: 2.3862, Test Acc: 0.2750, Test Loss: 2.4099, Learning Rate: 0.000100
2025-11-28 14:23:33 | INFO | root | Epoch: 17, Train Loss: 2.5103, Val Acc: 0.3048, Val Loss: 2.3387, Test Acc: 0.2821, Test Loss: 2.3580, Learning Rate: 0.000100
2025-11-28 14:23:52 | INFO | root | Epoch: 18, Train Loss: 2.4623, Val Acc: 0.3321, Val Loss: 2.2931, Test Acc: 0.2940, Test Loss: 2.3152, Learning Rate: 0.000100
2025-11-28 14:24:10 | INFO | root | Epoch: 19, Train Loss: 2.4313, Val Acc: 0.3179, Val Loss: 2.2567, Test Acc: 0.3143, Test Loss: 2.2743, Learning Rate: 0.000100
