2025-11-27 12:55:02 | INFO | root | Training thubenchmark with atcnet
2025-11-27 12:55:02 | INFO | root | Namespace(dataset='thubenchmark', model='atcnet', epochs=400, batch_size=128, lr=0.01, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-27 12:55:02 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 12:55:03 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 12:55:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 12:55:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 12:55:03 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 12:55:03 | INFO | root | Model: atcnet, Parameter Num: 89096
2025-11-27 12:55:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 12:55:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 12:55:03 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 12:56:07 | INFO | root | Epoch: 1, Train Loss: 3.3174, Val Acc: 0.4321, Val Loss: 1.8489, Test Acc: 0.4167, Test Loss: 1.9719, Learning Rate: 0.010000
2025-11-27 12:57:11 | INFO | root | Epoch: 2, Train Loss: 0.8614, Val Acc: 0.9286, Val Loss: 0.2654, Test Acc: 0.9179, Test Loss: 0.3111, Learning Rate: 0.010000
2025-11-27 12:58:15 | INFO | root | Epoch: 3, Train Loss: 0.3264, Val Acc: 0.9381, Val Loss: 0.2368, Test Acc: 0.9226, Test Loss: 0.2689, Learning Rate: 0.010000
2025-11-27 12:59:18 | INFO | root | Epoch: 4, Train Loss: 0.2398, Val Acc: 0.9452, Val Loss: 0.2098, Test Acc: 0.9393, Test Loss: 0.2218, Learning Rate: 0.010000
2025-11-27 13:00:22 | INFO | root | Epoch: 5, Train Loss: 0.2004, Val Acc: 0.9476, Val Loss: 0.1971, Test Acc: 0.9369, Test Loss: 0.2210, Learning Rate: 0.010000
2025-11-27 13:01:26 | INFO | root | Epoch: 6, Train Loss: 0.1534, Val Acc: 0.9500, Val Loss: 0.1914, Test Acc: 0.9321, Test Loss: 0.2663, Learning Rate: 0.010000
2025-11-27 13:02:30 | INFO | root | Epoch: 7, Train Loss: 0.1220, Val Acc: 0.9512, Val Loss: 0.1790, Test Acc: 0.9488, Test Loss: 0.2052, Learning Rate: 0.010000
2025-11-27 13:03:33 | INFO | root | Epoch: 8, Train Loss: 0.1115, Val Acc: 0.9571, Val Loss: 0.1805, Test Acc: 0.9464, Test Loss: 0.1919, Learning Rate: 0.010000
2025-11-27 13:04:37 | INFO | root | Epoch: 9, Train Loss: 0.0981, Val Acc: 0.9560, Val Loss: 0.1778, Test Acc: 0.9512, Test Loss: 0.1888, Learning Rate: 0.010000
2025-11-27 13:05:41 | INFO | root | Epoch: 10, Train Loss: 0.0729, Val Acc: 0.9500, Val Loss: 0.2199, Test Acc: 0.9488, Test Loss: 0.2002, Learning Rate: 0.010000
2025-11-27 13:06:45 | INFO | root | Epoch: 11, Train Loss: 0.0778, Val Acc: 0.9583, Val Loss: 0.1830, Test Acc: 0.9452, Test Loss: 0.2007, Learning Rate: 0.010000
2025-11-27 13:07:48 | INFO | root | Epoch: 12, Train Loss: 0.0651, Val Acc: 0.9607, Val Loss: 0.1814, Test Acc: 0.9357, Test Loss: 0.2152, Learning Rate: 0.010000
