2025-11-27 10:50:06 | INFO | root | Training thubenchmark with conformer
2025-11-27 10:50:06 | INFO | root | Namespace(dataset='thubenchmark', model='conformer', epochs=400, batch_size=128, lr=0.0001, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-27 10:50:06 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-27 10:50:07 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-27 10:50:07 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-27 10:50:07 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 10:50:07 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-27 10:50:07 | INFO | root | Model: conformer, Parameter Num: 1195880
2025-11-27 10:50:07 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-27 10:50:07 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-27 10:50:07 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-27 10:50:30 | INFO | root | Epoch: 1, Train Loss: 3.7387, Val Acc: 0.0333, Val Loss: 3.7011, Test Acc: 0.0214, Test Loss: 3.7178, Learning Rate: 0.000100
2025-11-27 10:50:53 | INFO | root | Epoch: 2, Train Loss: 3.7352, Val Acc: 0.0238, Val Loss: 3.6933, Test Acc: 0.0298, Test Loss: 3.7043, Learning Rate: 0.000100
2025-11-27 10:51:17 | INFO | root | Epoch: 3, Train Loss: 3.7300, Val Acc: 0.0321, Val Loss: 3.6971, Test Acc: 0.0238, Test Loss: 3.7041, Learning Rate: 0.000100
2025-11-27 10:51:40 | INFO | root | Epoch: 4, Train Loss: 3.7311, Val Acc: 0.0202, Val Loss: 3.6992, Test Acc: 0.0143, Test Loss: 3.7051, Learning Rate: 0.000100
2025-11-27 10:52:03 | INFO | root | Epoch: 5, Train Loss: 3.7206, Val Acc: 0.0202, Val Loss: 3.6892, Test Acc: 0.0274, Test Loss: 3.6959, Learning Rate: 0.000100
2025-11-27 10:52:26 | INFO | root | Epoch: 6, Train Loss: 3.7175, Val Acc: 0.0274, Val Loss: 3.6710, Test Acc: 0.0274, Test Loss: 3.6792, Learning Rate: 0.000100
2025-11-27 10:52:49 | INFO | root | Epoch: 7, Train Loss: 3.6831, Val Acc: 0.0321, Val Loss: 3.6195, Test Acc: 0.0333, Test Loss: 3.6433, Learning Rate: 0.000100
2025-11-27 10:53:12 | INFO | root | Epoch: 8, Train Loss: 3.5813, Val Acc: 0.0440, Val Loss: 3.3846, Test Acc: 0.0476, Test Loss: 3.3976, Learning Rate: 0.000100
2025-11-27 10:53:35 | INFO | root | Epoch: 9, Train Loss: 3.5015, Val Acc: 0.0333, Val Loss: 3.5977, Test Acc: 0.0393, Test Loss: 3.5910, Learning Rate: 0.000100
2025-11-27 10:53:58 | INFO | root | Epoch: 10, Train Loss: 3.4401, Val Acc: 0.0512, Val Loss: 3.3769, Test Acc: 0.0607, Test Loss: 3.3983, Learning Rate: 0.000100
2025-11-27 10:54:22 | INFO | root | Epoch: 11, Train Loss: 3.4006, Val Acc: 0.0631, Val Loss: 3.3366, Test Acc: 0.0524, Test Loss: 3.3357, Learning Rate: 0.000100
2025-11-27 10:54:45 | INFO | root | Epoch: 12, Train Loss: 3.3530, Val Acc: 0.0405, Val Loss: 3.2373, Test Acc: 0.0583, Test Loss: 3.2405, Learning Rate: 0.000100
2025-11-27 10:55:08 | INFO | root | Epoch: 13, Train Loss: 3.3229, Val Acc: 0.0464, Val Loss: 3.3222, Test Acc: 0.0571, Test Loss: 3.2992, Learning Rate: 0.000100
2025-11-27 10:55:31 | INFO | root | Epoch: 14, Train Loss: 3.2754, Val Acc: 0.0571, Val Loss: 3.0187, Test Acc: 0.0583, Test Loss: 3.0420, Learning Rate: 0.000100
2025-11-27 10:55:54 | INFO | root | Epoch: 15, Train Loss: 3.1908, Val Acc: 0.0595, Val Loss: 2.9882, Test Acc: 0.0655, Test Loss: 3.0201, Learning Rate: 0.000100
