2025-11-26 23:37:37 | INFO | root | Training thubenchmark with conformer
2025-11-26 23:37:37 | INFO | root | Namespace(dataset='thubenchmark', model='conformer', epochs=400, batch_size=128, lr=0.01, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-26 23:37:37 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-26 23:37:38 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-26 23:37:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-26 23:37:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 23:37:38 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-26 23:37:38 | INFO | root | Model: conformer, Parameter Num: 1195880
2025-11-26 23:37:38 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-26 23:37:38 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-26 23:37:38 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-26 23:38:19 | INFO | root | Epoch: 1, Train Loss: 4.7451, Val Acc: 0.0202, Val Loss: 3.7246, Test Acc: 0.0333, Test Loss: 3.7167, Learning Rate: 0.010000
2025-11-26 23:38:59 | INFO | root | Epoch: 2, Train Loss: 3.7692, Val Acc: 0.0250, Val Loss: 3.7357, Test Acc: 0.0250, Test Loss: 3.7419, Learning Rate: 0.010000
2025-11-26 23:39:38 | INFO | root | Epoch: 3, Train Loss: 3.7601, Val Acc: 0.0226, Val Loss: 3.7355, Test Acc: 0.0179, Test Loss: 3.7307, Learning Rate: 0.010000
2025-11-26 23:40:18 | INFO | root | Epoch: 4, Train Loss: 3.7528, Val Acc: 0.0238, Val Loss: 3.7170, Test Acc: 0.0214, Test Loss: 3.7109, Learning Rate: 0.010000
2025-11-26 23:40:58 | INFO | root | Epoch: 5, Train Loss: 3.7530, Val Acc: 0.0190, Val Loss: 3.7387, Test Acc: 0.0179, Test Loss: 3.7298, Learning Rate: 0.010000
