2025-11-28 00:45:59 | INFO | root | Training thubenchmark with conformer
2025-11-28 00:45:59 | INFO | root | Namespace(dataset='thubenchmark', model='conformer', epochs=400, batch_size=128, lr=0.0001, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-28 00:45:59 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 00:46:03 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-28 00:46:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 00:46:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 00:46:03 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-28 00:46:03 | INFO | root | Model: conformer, Parameter Num: 1195880
2025-11-28 00:46:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 00:46:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 00:46:03 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-28 00:46:39 | INFO | root | Epoch: 1, Train Loss: 3.7413, Val Acc: 0.0298, Val Loss: 3.7011, Test Acc: 0.0190, Test Loss: 3.7051, Learning Rate: 0.000100
2025-11-28 00:47:16 | INFO | root | Epoch: 2, Train Loss: 3.7344, Val Acc: 0.0298, Val Loss: 3.7003, Test Acc: 0.0179, Test Loss: 3.7082, Learning Rate: 0.000100
2025-11-28 00:47:49 | INFO | root | Epoch: 3, Train Loss: 3.7277, Val Acc: 0.0298, Val Loss: 3.6921, Test Acc: 0.0286, Test Loss: 3.6980, Learning Rate: 0.000100
2025-11-28 00:48:23 | INFO | root | Epoch: 4, Train Loss: 3.7279, Val Acc: 0.0286, Val Loss: 3.6949, Test Acc: 0.0226, Test Loss: 3.7014, Learning Rate: 0.000100
2025-11-28 00:48:56 | INFO | root | Epoch: 5, Train Loss: 3.7262, Val Acc: 0.0214, Val Loss: 3.6889, Test Acc: 0.0298, Test Loss: 3.6927, Learning Rate: 0.000100
2025-11-28 00:49:31 | INFO | root | Epoch: 6, Train Loss: 3.7211, Val Acc: 0.0262, Val Loss: 3.6959, Test Acc: 0.0262, Test Loss: 3.7060, Learning Rate: 0.000100
2025-11-28 00:50:04 | INFO | root | Epoch: 7, Train Loss: 3.6894, Val Acc: 0.0214, Val Loss: 3.7023, Test Acc: 0.0369, Test Loss: 3.7080, Learning Rate: 0.000100
2025-11-28 00:50:37 | INFO | root | Epoch: 8, Train Loss: 3.5751, Val Acc: 0.0369, Val Loss: 3.4194, Test Acc: 0.0595, Test Loss: 3.3941, Learning Rate: 0.000100
2025-11-28 00:51:11 | INFO | root | Epoch: 9, Train Loss: 3.5098, Val Acc: 0.0381, Val Loss: 3.3889, Test Acc: 0.0583, Test Loss: 3.3858, Learning Rate: 0.000100
2025-11-28 00:51:47 | INFO | root | Epoch: 10, Train Loss: 3.4572, Val Acc: 0.0536, Val Loss: 3.3965, Test Acc: 0.0619, Test Loss: 3.4246, Learning Rate: 0.000100
2025-11-28 00:52:19 | INFO | root | Epoch: 11, Train Loss: 3.4116, Val Acc: 0.0476, Val Loss: 3.3343, Test Acc: 0.0619, Test Loss: 3.3436, Learning Rate: 0.000100
2025-11-28 00:52:53 | INFO | root | Epoch: 12, Train Loss: 3.3685, Val Acc: 0.0440, Val Loss: 3.2862, Test Acc: 0.0631, Test Loss: 3.3070, Learning Rate: 0.000100
2025-11-28 00:53:26 | INFO | root | Epoch: 13, Train Loss: 3.3119, Val Acc: 0.0548, Val Loss: 3.2227, Test Acc: 0.0738, Test Loss: 3.2308, Learning Rate: 0.000100
2025-11-28 00:54:02 | INFO | root | Epoch: 14, Train Loss: 3.2890, Val Acc: 0.0488, Val Loss: 3.1237, Test Acc: 0.0536, Test Loss: 3.1448, Learning Rate: 0.000100
2025-11-28 00:54:38 | INFO | root | Epoch: 15, Train Loss: 3.2253, Val Acc: 0.0500, Val Loss: 3.1481, Test Acc: 0.0524, Test Loss: 3.2066, Learning Rate: 0.000100
2025-11-28 00:55:12 | INFO | root | Epoch: 16, Train Loss: 3.1619, Val Acc: 0.0750, Val Loss: 2.8691, Test Acc: 0.0726, Test Loss: 2.9004, Learning Rate: 0.000100
2025-11-28 00:55:45 | INFO | root | Epoch: 17, Train Loss: 3.0969, Val Acc: 0.1012, Val Loss: 2.7559, Test Acc: 0.1083, Test Loss: 2.7645, Learning Rate: 0.000100
2025-11-28 00:56:18 | INFO | root | Epoch: 18, Train Loss: 3.0587, Val Acc: 0.1155, Val Loss: 2.6517, Test Acc: 0.1036, Test Loss: 2.6701, Learning Rate: 0.000100
2025-11-28 00:56:57 | INFO | root | Epoch: 19, Train Loss: 2.9677, Val Acc: 0.1488, Val Loss: 2.5535, Test Acc: 0.1536, Test Loss: 2.5350, Learning Rate: 0.000100
2025-11-28 00:57:48 | INFO | root | Epoch: 20, Train Loss: 2.9207, Val Acc: 0.1440, Val Loss: 2.4830, Test Acc: 0.1452, Test Loss: 2.4799, Learning Rate: 0.000100
2025-11-28 00:58:39 | INFO | root | Epoch: 21, Train Loss: 2.8842, Val Acc: 0.1833, Val Loss: 2.4032, Test Acc: 0.1869, Test Loss: 2.4126, Learning Rate: 0.000100
2025-11-28 00:59:28 | INFO | root | Epoch: 22, Train Loss: 2.8351, Val Acc: 0.1655, Val Loss: 2.3945, Test Acc: 0.1655, Test Loss: 2.4013, Learning Rate: 0.000100
2025-11-28 01:00:05 | INFO | root | Epoch: 23, Train Loss: 2.8008, Val Acc: 0.1976, Val Loss: 2.2963, Test Acc: 0.1821, Test Loss: 2.2980, Learning Rate: 0.000100
