2025-11-28 02:19:00 | INFO | root | Training thubenchmark with conformer
2025-11-28 02:19:00 | INFO | root | Namespace(dataset='thubenchmark', model='conformer', epochs=400, batch_size=128, lr=0.001, weight_decay=0.001, patience=20, seed=42, gpu_id=0)
2025-11-28 02:19:00 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 02:19:04 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-28 02:19:04 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 02:19:04 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 02:19:04 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-28 02:19:04 | INFO | root | Model: conformer, Parameter Num: 1195880
2025-11-28 02:19:04 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 02:19:04 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 02:19:04 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-28 02:19:42 | INFO | root | Epoch: 1, Train Loss: 3.7812, Val Acc: 0.0238, Val Loss: 3.7326, Test Acc: 0.0202, Test Loss: 3.7187, Learning Rate: 0.001000
2025-11-28 02:20:17 | INFO | root | Epoch: 2, Train Loss: 3.7561, Val Acc: 0.0238, Val Loss: 3.7143, Test Acc: 0.0226, Test Loss: 3.7138, Learning Rate: 0.001000
2025-11-28 02:20:51 | INFO | root | Epoch: 3, Train Loss: 3.7418, Val Acc: 0.0286, Val Loss: 3.6731, Test Acc: 0.0417, Test Loss: 3.6723, Learning Rate: 0.001000
2025-11-28 02:21:25 | INFO | root | Epoch: 4, Train Loss: 3.6420, Val Acc: 0.0345, Val Loss: 3.3564, Test Acc: 0.0536, Test Loss: 3.3000, Learning Rate: 0.001000
2025-11-28 02:21:59 | INFO | root | Epoch: 5, Train Loss: 3.3062, Val Acc: 0.1012, Val Loss: 2.8426, Test Acc: 0.1417, Test Loss: 2.8201, Learning Rate: 0.001000
2025-11-28 02:22:33 | INFO | root | Epoch: 6, Train Loss: 2.9873, Val Acc: 0.1702, Val Loss: 2.3984, Test Acc: 0.1536, Test Loss: 2.4390, Learning Rate: 0.001000
